,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[009410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,937,963,096",,,"12,943,108,241","7,462,998,202",,,,,,,,,"56,395,081,909",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52,,,"409,933,267,031",-52,,,,,"8,847,377,443","2,371,189,314","-5,485,165,431","67,333,045,005","9,722,597,149",,,,"-1,739,714,103","-3,526,163,471","4,456,719,575","-5,265,877,574",,,"477,266,312,036",,,,,
[066700],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"256,624,366",,,"617,857,469","26,584,529",,,,,,,,,"7,119,515,751",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,"15,547,809,425",20,,,,,"300,609,614","110,127,613",,"7,376,140,117","246,013,923",,"411,401,382",,"-147,657,642","559,059,024","657,415,305","411,401,382",,,"22,923,949,542",,,,,
[131290],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-519,362,291",,,"142,552,113","27,788,780",,,,,,,,,"5,199,920,863",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-32,-32,,"25,621,110,038",-32,-32,,,,"476,104,371","714,095,236",,"4,680,558,572","-310,137,322",,"-6,976,635",,"315,419,935","-322,396,570","-317,113,957","-6,976,635",,,"30,301,668,610",,,,,"-150,505,864"
[062860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-575,139,214",,,"187,050,939","394,636,388",,,,,,,,,"6,257,562,814",,,,,,,,,,,,,,,,,,"2,086,807,373",,,,,,,,,,,,,,-331,,,"13,505,908,917",-331,,,,,"19,460,687","128,141,984",,"5,682,423,600","217,533,342",,"-2,978,384,081",,"147,374,249","-3,125,758,330","-2,760,850,739",,,,"19,188,332,517",,,,,
[106240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,177,278,228",,,"647,110,211","1,298,500,836",,,,,,,,,"7,562,119,953",,,,,,,-60,,,,-60,,,,,,,"-4,000,002,959",,,,,,,,,,,,,,,,,"62,111,891,762",,,,,,"234,904,210","145,200,835",,"6,384,841,725","-241,949,530",,"-5,676,425,657",,"-2,074,140,204","-3,602,285,453","-1,918,372,228",,,,"68,496,733,487",,,,,
[091700],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,730,290,929",,,"7,021,330,471","7,098,817,063",,,,,,,,,"9,073,762,956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,"169,036,369,991",,,,,,"340,199,715","80,175,177",,"27,338,994,025","2,866,348,976",,"7,526,430,823",,"3,664,574,842","3,861,855,981","10,392,779,799",,,,"196,375,364,016",,,,,
[043370],,,,,,,,,"273,353,395,584",,,,,,,,,,,,,,,,,,,,,,,"16,823,344,325",,,"790,313,087","2,144,335,547",,,,,,,,,"22,796,541,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,,,"273,353,395,584",,,,,,"1,791,746,127","1,624,948,286",,"39,619,885,957","5,403,342,786",,"10,791,164,450",,,"10,791,164,450","16,194,507,236",,,,"312,973,281,541",,,,"312,973,281,541","891,983,212"
[075130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248,581,137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34,076,283",,,,,,,,,,,,,,34,,,,34,,,,,"17,602,259","88,067,115",,,"-109,120,518",,"263,089,996",,"-18,942,620","282,032,616","153,969,478",,,,"5,062,131,501",,,,,
[013030],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,827,444,223",,,"139,483,909","48,778,997",,,,,,,,,"5,163,788,615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550,,,"30,492,376,000",,,,,,"49,461,788","517,398,608",,"14,991,232,838","2,805,462,647",,"7,580,623,308",,"91,826,552","7,488,796,756","10,386,085,955","7,580,623,308",,,"45,483,608,838",,,,,
[017890],,,,"670,692,192","17,310,219",,,"810,338,541","36,981,699,181","400,067,112","268,599,100","5,767,775","120,196,631","18,925,829","931,366,393",,,,,"480,711","96,693,462","221,490,698","108,477,053",,,,,,"160,000","4,018,648",23,"5,713,458,007","5,728,300",,"14,872,501,946","19,782,143",,"69,226,638","2,824,500","8,311,402","190,724,198","720,665,328","37,543,281","698,497,283","4,283,808,811","5,671,853","34,125,089","53,935,091","16,169,247",,,,,,,,,,,"13,870,377","11,688,904",,,,"6,000,000","-40,000,000",,,,,,,,"1,891,480,706","3,724,400",,,763,,"37,792,037,722",,763,,,,"55,588,780","208,127,866",,"9,997,266,818","6,906,759,123",,"15,703,438,479",,,"15,703,438,479","22,610,197,602","15,703,438,479",,,"47,789,304,540",,,"3,199,144,732","44,590,159,808","1,891,480,706"
[002390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"579,849,981",,,"1,555,571,291","1,245,199,118",,,,,,,,,"31,719,395,053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-277,,,"69,333,446,186",-277,,,,,"735,390,076","26,795,832",,"32,299,245,034","-500,249,180",,"-3,675,241,518",,"-223,189,691","-3,452,051,827","-4,175,490,698",,,,"101,632,691,220",,,,,"-4,357,118,608"
[099660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,946,530,642",,,"492,970,491","313,983,913",,,,,,,,,"3,936,304,401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,"25,143,479,078",,,,,,"2,079,866,095","172,379,310",,"6,882,835,043","289,390,408",,"928,640,027",,"93,833,631","834,806,396","1,218,030,435",,,,"32,026,314,121",,,,,
[018880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94,986,335,415",,,,,,,,,,,,,"114,846,452,774",,,,,,,,,,,,,,,,,,"48,869,995,684",,,,,,,,,,,,,,113,,,"1,280,971,237,352",,,,,,,,,"209,832,788,189","24,150,776,945",,,,"3,856,540,018","60,069,746,286","88,077,063,249",,,,"1,490,804,025,541",,,,,"1,876,929,656"
[024740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,448,926,392",,,"1,258,597,467","373,124,133",,,,,,,,,"1,922,325,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,,"30,038,871,496",79,,,,,"767,242,381","24,228,211",,"3,371,252,312","322,130,858",,"1,269,254,698",,"52,818,840","1,216,435,858","1,591,385,556",,,,"33,410,123,808",,,,,
[003300],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,204,712,981",,,"1,636,759,428","968,366,119",,,,,,,,,"35,706,162,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,053",,,"309,727,590,006",,,,,,"1,819,837,132","2,118,334,659",,"72,910,875,053","9,679,656,889",,"28,780,084,170",,"661,714,139","28,118,370,031","38,459,741,059",,,,"382,638,465,059",,,,,"288,137,242"
[130660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,619,594,104",,,"225,102,637","162,144,115",,,,,,,,,"5,177,264,640",,,,,,,,,,,,,,,,,,,,,,,,"7,810,318,456",,,,,,,,240,240,,"66,220,888,818",,,,,,"115,535,942","152,774,267",,"15,796,858,744","2,909,472,495",,"7,810,318,456",,,"7,810,318,456","10,719,790,951","7,810,318,456",,,"82,017,747,562",,,,,
[097230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93,156,000,000",,,,,,,,,,,,,"36,469,000,000",,,,,,,,,,,,,,,,,,"-7,947,000,000",,,,,,,,,,,,,,795,,,"734,993,000,000",795,,,,,,"57,489,000,000",,"129,625,000,000","29,330,000,000",,"81,275,000,000",,"-3,000,000","81,278,000,000","110,605,000,000",,,,"864,618,000,000",,,,,
[003480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,822,000,000",,,"423,000,000","-130,000,000",,,,,,,,,,,,,,,,-290,,,,-290,,,,,,,"-17,455,000,000",,,,,"-9,886,000,000","-7,569,000,000",,,,,,,,,,,,,,,,,"1,749,000,000","597,000,000",,,"1,974,000,000",,"8,794,000,000",,,,"28,223,000,000",,,,,,,,,
[089470],,,,,,,,"2,423,262,802","182,802,602,586",,,,,,,,,,,,,,,,,,,,,,,"19,196,060,138",,,"1,286,112,194","32,988,555",,,,,,,,,"11,782,562,546",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,,,"185,225,865,388",431,,,,,"3,861,112,410","1,163,510,879",,"30,978,622,684","4,550,606,077",,"13,764,506,930",,,"13,764,506,930","18,315,113,007",,,,"216,204,488,072",,,"2,815,422,716","213,389,065,356","563,530,761"
[086280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"196,215,052,468",,,"51,483,380,144","82,802,808,735",,,,,,,,,"98,942,377,781",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,745",,,"3,543,597,580,892",,,,,,"14,608,856,050","4,018,186,526",,"295,157,430,249","61,077,388,888",,"102,963,452,518",,"26,240,165","102,937,212,353","164,040,841,406",,,,"3,838,755,011,141",,,,,"9,735,887,053"
[012330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"784,744,000,000",,,,,,,,,,,,,"599,712,000,000",,,,,,,,,,,,,,,,,,,"328,956,000,000",,,,,,"312,852,000,000",,,,,,,"8,937",,,"8,469,625,000,000",,,,,,,,,"1,384,456,000,000",,,"848,831,000,000",,"2,810,000,000","846,021,000,000","1,161,683,000,000",,,,"9,854,081,000,000",,,,,
[069960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77,882,255,000",,,"7,578,473,000","2,095,019,000",,,,,,,,,"303,816,553,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"2,555",,,"67,881,449,000","2,555",,,,,"4,141,306,000","2,935,750,000",,"381,698,808,000","24,047,260,000",,"67,192,378,000",,"8,961,757,000","58,230,621,000","91,239,638,000",,,,"449,580,257,000",,,,,"9,079,485,000"
[012630],,,,,,"434,042,503,744",,"30,679,318,909","257,727,897,876",,,,,,,,,,,,,,,,,,,,,,,"160,762,126,213",,"30,766,258,856","9,236,497,137","6,272,800,383",,,,,,,,,"96,675,403,718",,,,,,,,,,"191,118,471,931",,,,,,,,"7,451,119,427",,,,,,,,,,"221,463,369,246",,,,"1,530",,,"950,902,728,815","1,530",,,,,"12,551,063,254","8,439,732,840",,"257,437,529,931","40,556,548,673","55,513,775,773","120,031,293,957",,,,"160,587,842,630",,,,"1,208,340,258,746","524,301,542,539",,"34,010,012,793","362,951,721,551","973,350,077"
[005380],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,761,839,000,000",,,"271,503,000,000","267,336,000,000",,,,,,,,,"3,261,416,000,000",,,,,,,"6,179",,,,"6,179",,,,,,,"105,965,000,000",,,,,,,,,,,,,,,,,"19,653,471,000,000",,,,,,"174,053,000,000","187,604,000,000",,"5,023,255,000,000","617,665,000,000",,"1,763,922,000,000",,,,"2,381,587,000,000",,,,"24,676,726,000,000",,,,,"602,030,000,000"
[011760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,255,313,247",,,"23,355,496,334","22,427,108,430",,,,,,,,,"18,756,550,673",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,"813,724,914,092",,,,,,"9,777,970,172","9,702,325,459",,"27,011,863,920","4,198,467,358",,"6,706,470,783",,"31,872,057","6,674,598,726","10,904,938,141",,,,"840,736,778,012",,,,,"1,796,881,703"
[008770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,741,458,944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-6,214,752,560",,,,,,,74,,,,90,,,,"55,291,141,032",,,,,,,"2,829,398,641",,,,"9,044,151,201",,,"524,823,305,980","954,137,283,776",,,,,
[064240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,231,635,840",,,"210,502,571","704,606,463",,,,,,,,,"4,689,756,754",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,,,"26,770,824,425",203,,,,,"180,168,984","719,784,081",,"11,921,392,594","-874,355,112",,"6,402,791,933",,,"6,402,791,933","7,277,147,045",,,,"38,692,217,019",,,,,
