,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossBeforeTax,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[056000],,,,,,,,,,,,,,,,,,,,,,,,,,,,"718,137,604",,,"151,067,316","137,807,327",,,,,,,,,"1,182,548,651",,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,963,417,429",,56,56,,,,"141,390,290","10,807,178",,"1,900,686,255",,,,"600,814,481","600,814,481","600,814,481",,,"5,864,103,684",,,,,,
[108320],,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,935,723,983",,,"1,474,383,941","480,574,945",,,,,,,,,"20,750,274,877",,,,,,,,,,,,,,,,,,,,,,,,,947,,,"123,277,222,052",,947,,,,,"339,310,439","1,298,029,320",,"35,685,998,860","1,487,813,721",,,"15,400,438,139","16,888,251,860",,,,"158,963,220,912",,,,,,
[003410],,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,492,238,973",,,"4,586,598,568","3,997,230,211",,,,,,,,,"23,041,375,823",,,,,,,,,,96,,,,,,,,,,,,,,,338,,,"267,526,379,341",,321,,,,,"7,078,540,453","7,343,470,364",,"51,533,614,796","3,558,707,503",,,"25,787,829,738","29,346,537,241",,,,"319,059,994,137",,,,,,
[010280],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,077,436,712",,,"174,514,483","75,548,187",,,,,,,,,"5,071,970,319",,,,,,,,,,-10,,,,,,,,,,,,,,,,,,"31,009,958,312",,,,,,,"243,294,384","798,687,284",,"3,994,533,607",0,,,"-423,077,516","-423,077,516",,,,"35,004,491,919",,,,,,
[099190],,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,735,842,335",,,,,,,,,,,,,"5,922,953,127",,,,,,,,,,,,,,"558,113,394",,,,,,,,,,,337,,,"14,580,091,837",,336,,,,,,,,"11,658,795,462","1,141,232,167",,,"4,623,929,364","5,765,161,531",,,,"26,238,887,299",,,,,,
[032080],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-214,053,761",,,"395,004,141","357,615,211",,,,,,,,,"1,565,571,796",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,525,100,557",,,,,,,"40,738,377","230,498,648",,"1,351,518,035",,,,"13,095,440","13,095,440",,,,"6,876,618,592",,,,,,
[065660],,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,083,493,645",,,"3,447,648","26,245,333",,,,,,,,,"690,969,606",,,,,,,,,,,,,,,,,,,,,,,,,155,,,"309,161,263",,155,,,,,,"91,486,232",,"1,774,463,251",,,,"1,152,182,192","1,152,182,192",,,,"2,083,624,514",,,,,,
[011090],,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,801,254,303",,,"142,441,117","37,462,451",,,,,,,,,"14,463,037,555",,,,,,,,,,,,,,,,,,,,,,,,,26,,,"78,045,009,074",,,,,,,"123,364,274","72,804,114",,"16,264,291,858","406,001,764",,,"1,449,671,045","1,855,672,809",,,,"94,309,300,932",,,,,,
[031330],,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,522,165,572",,,"11,698,313,939","10,487,416,368",,,,,,,,,"4,815,464,156",,,,,,,,,,,,,,,,,,,,,,,,,102,,,"255,049,817,406",,102,,,,,"1,303,906,933","50,723,764",,"14,337,629,728","1,423,808,054",,,"8,056,071,920","9,479,879,974",,,,"269,387,447,134",,,,,,
[060540],"1,800,000","1,173,394",,"35,866,882","5,556,805",,"714,538,942",,"8,089,594","2,272,000",,"19,320,033","31,620,810","1,682,140",,,,,"20,139,276","90,284,864","46,636,089",,,,,"897,856","31,275,526","460,709,756","194,136,434",,"897,856","31,275,526",,"14,141,227","1,993,902","11,456,525",,"202,685,375","3,860,980","10,288,660","794,099,034","786,228","3,957,358","15,931,910","9,099,237",,,,"74,425,209",,,"256,160,912",,,,,,,,,,,"263,716,440","3,191,699",,12,,,"4,478,491,209",,,,,,,"357,770,992","172,807,702",,"1,254,808,790","7,190,793",,,"238,178,003","245,368,796",,,,"5,733,299,999",,,"639,818,120",,,
[056190],,,,,,,,,,"12,000,940,000",,,,,,,,,,0,"690,241,057",,,,,,,"9,833,286,155",,,"8,876,861,132","2,998,951,149",,,,,,,,,"13,505,110,517",,,,,,,,,,"1,421","175,261,002","447,001",,0,,,,,,,,,,,,,,"84,756,306,005",,,,,,,"201,109,284","12,691,628,058",,"23,338,396,672","3,412,278,891",,,"24,789,436,021","28,201,714,912",,,,"108,094,702,677",,,,,,
[005850],,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,770,206,066",,,,,,,,,,,,,,,,,,,,,,,,,,"-12,599,304,181","-1,889,728,332",,,,,,,,,,,460,,,"121,186,824,770",,,,,,,,,,"18,369,510,247","2,738,691,685",,,"15,593,210,588","18,331,902,273",,,,"139,556,335,017",,,,,,
[012750],,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,616,031,688",,,"3,976,309,595","6,023,320,766",,,,,,,,,"83,356,861,447",,,,,,,,,,,,,,,,,,,,,,,,,"1,115",,,"296,082,004,283",,"1,115",,,,,"28,147,633","389,527,201",,"134,972,893,135","12,245,520,192",,,"37,684,879,893","49,930,400,085",,,,"431,054,897,418",,,,,,
[123700],0,"1,145,318","-77,852,877","363,802,267","14,014,432",,,,"42,785,330",,"3,000,000","67,934,006","29,488,106","114,889,981","191,398,530","347,723,428",,"2,178,818","29,764,807",0,"49,503,030","607,499,112","215,706,430",,"1,000","279,608,053","3,072,896","1,805,379,588","707,956,520",,"2,000,520,456","829,279,438",,"242,832,639","8,984,551","28,650,000","266,364","841,366,489","7,955,242","58,746,447","2,905,412,219",0,"48,254,788",,"20,518,354",,,,"5,283,677,733",,,"159,720",0,,,,"5,610,000",,0,,,,"6,290,235,056","15,762,520",,162,162,,"22,807,522,004",,162,162,,,,"85,739,507","90,077,133",,"4,710,791,807","447,198,479",,,"2,533,759,753","2,980,958,232",,,,"27,518,313,811",,,,,"21,228,078,755",
[025530],0,,,"37,333,368","2,026,252",,,,"514,300",,,"7,876,242","1,095,000",,,"115,886",,,"9,448,760","33,714,725","44,723,339",,"2,194,798",,,"484,645",4,"1,717,504,358",,,"189,624,974","2,194,802",,"25,808,523","1,217,470","7,500,000",,"143,405,535","58,000","1,831,260","457,033,421","550,000","10,693,792",,"3,615,432",,,,,,,,,,,,"146,666,666",,,,,,,"158,230",,,139,,0,,,139,,,,"33,714,725","44,723,339",,"2,174,537,779","-24,837,816",,,"1,891,105,328","1,915,943,144",,,,"2,174,537,779",,,,,,
[069510],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-341,170,143",,,"3,624,793,263","1,813,665,038",,,,,,,,,"7,475,032,915",,,,,,,,,,,,,,,,,,,,,,,,,119,,,"34,528,282,643",,,,,,,"606,386,208","244,613,522",,"7,133,862,772","104,010,068",,,"1,004,175,328","1,108,185,396",,,,"41,662,145,415",,,,,,
[050760],,,,,,,,,,,,,,,,,,,,,,,,,,,,"715,901,663",,,"203,854,732","330,023,884",,,,,,,,,"2,669,762,913",,,,,,,,,,,,,,"-290,229,620",,,,,,,,,,,3,,,"20,919,737,780",,3,,,,,"250,952,521","25,476,565",,"3,385,664,576","34,485,362",,,"39,541,573","74,026,935",,,,"24,305,402,356",,,,,,
[003800],,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,620,144,263",,,"420,621,487","398,961,707",,,,,,,,,"19,359,362,632",,,,,,,,,,,,,,,,,,,,,,,,,"3,736",,,"21,821,112,752",,"3,736",,,,,"248,222,334","879,683,254",,"27,979,506,895","2,121,095,015",,,"7,152,169,948","9,273,264,963",,,,"49,800,619,647",,,,,,
[089530],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-3,945,160,991",,,"727,335,312","368,698,905",,,,,,,,,"1,784,846,772",,,,,,,,,,,,,,,,,,,,,,,,,-79,,,"20,936,790,256",,-79,,,,,"1,066,731,754","74,716,290",,"-2,160,314,219",,,,"-4,578,540,048","-4,578,540,048",,,,"18,776,476,037",,,,,,
[065160],,,,,,,,,,"3,130,000",,,,,"5,921,695","39,736,946",,0,,"422,970,106","308,299,512","508,827,347","12,163,637",,0,"24,595,099","59,901","382,258,693",,,"70,253,740","521,050,885",0,,,,,,,,"1,846,748,281",,,,,,,,,,,0,0,,,,0,,0,,,,,,,-3,,,"6,228,575,867",,-3,-3,,,,"422,970,106","311,429,512",,"2,229,006,974",0,,,"-180,079,046","-180,079,046",,,,"8,457,582,841",,,,,,
[069410],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,253,004,661",,,"128,029,097","14,427,976",,,,,,,,,"3,498,601,957",,,,,,,,,,,,,,,,,,,,,,,,,-233,,,"6,735,613,928",,,,,,,,"106,519,515",,"1,245,597,296","-445,573,093",,,"-1,587,310,932","-2,032,884,025",,,,"7,981,211,224",,,,,,
[111770],,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,112,803,566",,,"14,614,851,004","14,710,038,039",,,,,,,,,"17,300,325,999",,,,,,,,,,,,,,,,,,,,,,,,,301,,,"210,079,319,678",,,,,,,"1,410,324,522","828,649,921",,"35,413,129,565","4,103,997,946",,,"13,331,943,984","17,435,941,930",,,,"245,492,449,243",,,,,,
[009970],,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,104,610,194",,,"12,632,884","1,771,577",,,,,,,,,,,,,,,,,,,,,,,"880,969,238",,,,,,,,,,,768,,,,,,,,,,0,"1,532,527",,,"201,140,373",,,"8,915,863,655","9,117,004,028",,,,,,,,,,
[036180],,,,,,,,,,,,,,,,,,,,,,,,,,,,"41,068,751",,,"14,659,771",200,,,,,,,,,"1,466,265,741",,,,,,,,,,,,,,,,,,,,,,,,,5,,,"4,522,877,169",,5,,,,,"57,682,521","81,918,460",,"1,507,334,492",,,,"79,964,261","79,964,261",,,,"6,030,211,661",,,,,,
[036000],,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,119,654,320",,,"20,082,338","45,905,189",,,,,,,,,"3,729,445,735",,,,,,,,,,,,,,0,,,,,,,,,,,36,,,"4,180,434,883",,,,,,,"30,067,183","8,513,127",,"4,849,100,055","231,392,956",,,"848,040,837","1,079,433,793",,,,"9,029,534,938",,,,,,
[039830],,,,,,,,,,,,,,,,,,,,,,,,,,,,"619,408,949",,,"344,436,801","346,414,599",,,,,,,,,"4,238,670,503",,,,,,,,,,,,,,,,,,,,,,,,,67,,,"15,744,114,752",,,,,,,"233,196,430","457,349,346",,"4,858,079,452","134,508,554",,,"707,075,513","841,584,067",,,,"20,602,194,204",,,,,,
[002630],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,601,571,077",,,"878,635,362","15,241,076",,,,,,,,,"1,961,383,242",,,,,,,,,,,,,,-36,,,,,,,,,,,,,,"3,682,461,646",,,,,,,"5,440,447,555","601,460,425",,"359,812,165",0,,,"-5,577,163,921","-5,577,163,921",,,,"4,042,273,811",,,,,,
[010470],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,617,046,140",,,"11,775,552","524,216,096",,,,,,,,,"9,125,608,587",,,,,,,,,,,,,,,,,,,,,,,,,-139,,,"12,237,527,648",,-139,,,,,"134,265,534","84,944,996",,"7,508,562,447","-664,410,931",,,"-1,514,396,291","-2,178,807,222",,,,"19,746,090,095",,,,,,
[048260],,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,264,266,425",,,"227,299,637","105,833,288",,,,,,,,,"16,604,923,877",,,,,,,,,,,,,,"-1,067,943,108",,,,,,,,,,,457,,,"27,312,212,561",,,,,,,"2,837,190,958","2,282,394,295",,"27,869,190,302","3,238,757,337",,,"6,524,235,666","9,762,993,003",,,,"55,181,402,863",,,,,,
[037400],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-640,621,916",,,"139,903,563","301,485,873",,,,,,,,,"2,145,906,080",,,,,,,,,,,,,,,,,,,,,,,,,-30,,,"8,286,854,731",,,,,,,"92,296,190","605,607",,"1,505,284,164","196,656,858",,,"-697,237,951","-893,894,809",,,,"9,792,138,895",,,,,,
[136540],,,,,,,,,,,,,,,,,,,,,,,,,,,,"318,939,152",,,"19,000,140",,,,,,,,,,"4,507,665,381",,,,,,,,,,,,,,0,,,,,,,,,,,107,,,"6,469,639,664",,107,,,,,"235,843,774","1,314,098,459",,"4,826,604,533","234,992,715",,,"1,181,201,262","1,416,193,977",,,,"11,296,244,197",,,,,,
[011320],,,,,,,,,,,,,,,,,,,,,,,,,,,,"824,195,768",,,"1,346,986,709","267,907,057",,,,,,,,,"5,074,218,804",,,,,,,,,,,,,,,,,,,,,,,,,76,,,"51,647,446,897",,,,,,,"538,555,594","48,573,906",,"5,898,414,572","63,978,264",,,"1,349,315,468","1,413,293,732",,,,"57,545,861,469",,,,,,
[056090],,,,,,,,,,,,,,,,,,,,,,,,,,,,"194,383,093",,,"2,743,611","21,947,334",,,,,,,,,"1,670,478,296",,,,,,,,,,,,,,,,,,,,,,,,,41,,,"1,027,909,951",,41,,,,,"483,073,596","541,445,743",,"1,864,861,389","82,327,686",,,"315,879,203","233,551,517",,,,"2,892,771,340",,,,,,
[084370],,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,304,105,090",,,"268,518,229","301,586,127",,,,,,,,,"9,005,990,543",,,,,,,,,,,,,,,,,,,,,,,,,547,,,"29,734,606,000",,,,,,,,"494,131,756",,"24,310,095,633","3,546,154,976",,,"12,219,013,972","15,765,168,948",,,,"54,044,701,633",,,,,,
[025820],,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,288,635,514",,,"27,220,892","22,227,380",,,,,,,,,"1,322,202,785",,,,,,,,,,,,,,,,,,,,,,,,,7,,,"45,441,493,776",,,,,,,"3,125,642,459","1,082,986,059",,"3,610,838,299","-59,719,797",,,"234,047,312","174,327,515",,,,"49,052,332,075",,,,,,"-76,645,111"
[060230],,,,,,,,,,,,,,,,,,,,,,,,,,,,"159,982,621",,,,,,,,,,,,,"2,188,996,062",,,,,,,,,,,,,,"413,249,030",,,,,,,,,,,-13,,,"9,212,942,568",,-13,,,,,,,,"2,348,978,683","150,295,860",,,"-225,023,353","-375,319,213",,,,"11,561,921,251",,,,,,
[139480],,,,,,,,,,,,,,,,,,,,,,,,,,,,"188,621,880,378",,,"6,114,090,703","2,388,235,641",,,,,,,,,"672,923,146,769",,,,,,,,,,,,,,,,,,,,,,,,,"5,442",,,"2,052,912,533,647",,"5,442",,,,,"37,896,867,726","41,231,855,682",,"861,545,027,147","44,040,306,882",,,"151,642,416,514","195,682,723,396",,,,"2,914,457,560,794",,,,,,
[134060],,,,,,,,,,,,,,,,,,,,,,,,,,,,"382,384,090",,,"65,405,852","26,022,997",,,,,,,,,"1,194,593,639",,,,,,,,,,,,,,,,,,,,,,,,,92,,,"728,822,140",,92,,,,,"11,155,130","5,485,390",,"1,576,977,729",,,,"416,097,205","416,097,205",,,,"2,305,799,869",,,,,,
[000760],,,,,,,,,,,,,,,,,,,,,,,,,,,,"840,555,178",,,"155,179,181","19,039,544",,,,,,,,,"1,910,098,243",,,,,,,,,,,,,,,,,,,,,,,,,251,,,"14,225,588,373",,,,,,,"302,448,590","29,632,940",,"2,750,653,421",,,,"703,879,165","703,879,165",,,,"16,976,241,794",,,,,,
[129260],,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,913,413,465",,,"1,959,285,721","1,400,978,346",,,,,,,,,"4,170,014,239",,,,,,,,,,,,,,,,,,,,,,,,,121,,,"107,364,490,969",,109,,,,,"3,300,513,918","3,226,013,810",,"8,083,427,704","970,334,964",,,"3,426,885,768","4,397,220,732","3,426,885,768",,,"115,447,918,673",,,,,,
[023810],,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,160,439,035",,,"1,945,599,166","1,779,923,218",,,,,,,,,"1,288,895,554",,,,,,,,,,,,,,,,,,,,,,,,"3,606,204,450",330,,,"31,204,202,448",,330,,,,,"50,592,555","2,927,152,622",,"6,055,539,039","904,487,484",,,"3,298,187,566","4,202,675,050",,,,"37,259,741,487",,,,,,
[007570],,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,690,976,854",,,"3,280,088,355","201,707,521",,,,,,,,,"10,652,952,282",,,,,,,,,,,,,,"2,478,325,030",,,,,,,,,,,205,,,"23,903,600,543",,205,,,,,"1,977,253,516","313,300,245",,"15,822,254,166","381,100,608",,,"3,724,303,809","4,105,404,417",,,,"39,725,854,709",,,,,,
[159580],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,735,239,522",,,"105,742,604","167,211,550",,,,,,,,,"21,364,705,916",,,,,,,,,,,,,,,,,,,,,,,,,-117,,,"36,986,608,499",,-117,,,,,"92,282,683","41,608,566",,"19,629,466,394","-406,357,289",,,"-1,441,025,296","-1,847,382,585",,,,"56,616,074,893",,,,,,
[054950],,,,,,,,,,,,,,,,,,,,,,,,,,,,"989,260,528",,,"845,293,861","449,932,665",,,,,,,,,"3,781,344,513",,,,,,,,,,,,,,0,,,,,,,,,,,227,,,"11,982,598,715",,,,,,,"843,371,753","559,076,141",,"5,207,930,327","-289,995,758",,,"1,390,321,870","1,100,326,112",,,,"17,190,529,042",,,,,,
[000480],,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,890,479,987",,,"653,185,508","44,204,291",,,,,,,,,"9,040,187,810",,,,,,,,,,,,,,,,,,,,,,,,,"-1,567",,,"100,879,088,502",,"-1,567",,,,,"4,641,004,850","7,257,828,969",,"15,930,667,797","15,207,559,178",,,"-5,091,273,855","10,116,285,323",,,,"116,809,756,299",,,,,,
[034940],,,,,,,,,,,,,,,,,,,,,,,,,,,,"124,785,417",,,"213,378,168","93,686,284",,,,,,,,,"5,777,404,541",,,,,,,,,,,,,,,,,,,,,,,,,6,,,"6,549,647,683",,6,,,,,"117,003,006","49,062,860",,"5,902,189,958",0,,,"176,537,155","176,537,155",,,,"12,451,837,641",,,,,,
[185750],,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,256,121,856",,,,,,,,,,,,,"54,749,602,376",,,,,,,,,,,,,,591,"-1,014,692,204",,,,,,,,,,,,,"120,005,978,090",,,,,,,,,,"81,940,682,397","2,162,576,614",,,"5,562,188,146","7,724,764,760",,,,"201,946,660,487",,,,,,
[063160],,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,576,176,306",,,"222,784,849",1,,,,,,,,,"3,511,414,061",,,,,,,,,,,,,,,,,,,,,,,,,633,,,"20,719,950,798",,,,,,,"1,696,839,622","952,736,995",,"8,087,590,367","807,410,980",,,"3,247,447,547","4,054,858,527",,,,"28,807,541,165",,,,,,
[001630],,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,192,501,552",,,,,,,,,,,,,,,,,,,,,,,730,,,,,"410,000,000",,,,,,,,,,,,,"1,201,040,198",,,,,,,,,,,"1,029,350,506",,,"3,060,213,524","4,089,564,030",,,,"5,393,541,750",,,,,,
[044380],,,,,,,,,,,,,,,,,,,,,,,,,,,,"287,830,823",,,"277,766,212","20,828,807",,,,,,,,,"2,608,367,150",,,,,,,,,,,,,,"10,956,695",,,,,,,,,,,,,,"10,565,240,877",,,,,,,"64,390,535","124,021,407",,"2,896,197,973",0,,,"593,442,405","593,442,405",,,,"13,461,438,850",,,,,,
[043610],,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,930,586,814",,,"27,523,558","41,740",,,,,,,,,,,,,,,,,,,,,,,"-21,934,581,257",,,,,,,,,,,48,,,,,48,,,,,"2,432,403","183,608,548",,,"-110,918,192",,,"2,003,931,144","2,114,849,336",,,,"23,865,168,071",,,,,,"-24,395,441"
[035000],"3,350,000","174,076,835",,"137,816,984","17,812,151",,,,"134,216,069",,"300,000","320,494,550","39,116,499",,"124,800","55,074,568",,,"79,450",,"159,158,726","1,883,000","7,755,201",,,"198,402","10,558","-278,578,973",,,"55,397,770","9,948,759",,"164,698,963","33,668,000","85,403,700","15,989,164","1,326,585,412","5,870,153","14,261,042","3,187,612,670","24,502,931","54,448,630","73,570,929","22,284,583",,,,,,,,,,"5,217,066,755",,,,,,,,,"535,292,271",,-10,,,"2,308,033,058",,-10,,,,,"196,110","159,158,726",,"2,909,033,697","89,098,425",,,"-163,265,771","-74,167,346",,,,,,,,,,
[002780],,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,995,361,113",,,"1,396,224,664","13,332,840,552",,,,,,,,,"2,765,323,056",,,,,,,,,,,,,,,,,,,,,,,,,-19,,,"129,019,135,737",,-19,,,,,"298,202,870","331,338,319",,"11,760,684,169",,,,"-2,908,119,326","-2,908,119,326",,,,"140,779,819,906",,,,,,
[030200],,,,,,,,,,,,,,,,,,,,,,,,,,,,"287,227,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,138,000,000","154,151,000,000",,,,,,,,,,,,,,,,,,,,,,,,"-82,832,000,000",,,"278,618,000,000",,,,,,,,,,,
[058860],,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,899,165,170",,,"114,887,596","307,645,440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,,,"98,079,295,470",,110,,,,,,"64,613,290",,,"1,049,624,536",,,"3,721,396,080","4,771,020,616",,,,"102,978,460,640",,,,,,
[053210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[024880],,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,490,762,998",,,"1,132,607,164","985,743,284",,,,,,,,,"6,010,596,403",,,,,,,,,,,,,,,,,,,,,,,,,173,,,"57,227,814,829",,173,,,,,"2,358,333,432","1,800,183,234",,"9,501,359,401","558,183,425",,,"2,521,293,255","3,079,476,680",,,,"66,729,174,230",,,,,,
[052400],,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,263,325,626",,,"842,954,584","980,120,859",,,,,,,,,"6,429,081,069",,,,,,,,,,,,,,,,,,,,,,,,,135,,,"20,882,859,345",,135,,,,,"1,430,878,168","2,039,824,213",,"8,692,406,695","646,598,558",,,"2,088,506,838","2,735,105,396",,,,"29,575,266,040",,,,,,
[005420],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,374,594,061",,,"2,346,075,910","2,048,438,275",,,,,,,,,"3,266,657,101",,,,,,,,,,,,,,,,,,,,,,,,,,-310,-310,"27,149,287,652",,,-310,-310,,,"3,565,471,511","524,137,818",,"1,892,063,040",,,,"-4,118,290,119","-4,118,290,119","-4,118,290,119",,,"29,041,350,692",,,,,,
[066310],,,,,,,,,,,,,,,,,,,,,,,,,,,,"542,949,719",,,"492,415,393","465,918,164",,,,,,,,,"821,388,622",,,,,,,,,,,,,,,,,,,,,,,,,50,,,"4,407,030,754",,,,,,,"126,093,723","9,507,614",,"1,364,338,341","42,161,546",,,"410,699,293","452,860,839",,,,"5,771,369,095",,,,,,
[045520],,,,,,,,,,,,,,,,,,,,"114,641,878","41,971,297",,,,,,,"944,560,085",,,"73,252,934","7,755,130",,,,,,,,,"2,001,713,494",,,,,,,,,,,"61,132,418","14,657,000",,,,,,,,,,,,,152,,,"10,038,620,086",,152,,,,,"696,252,462","861,748,703",,"2,946,273,579","226,782,591",,,"948,771,539","1,175,554,130",,,,"12,984,893,665",,,,,,
[219130],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-121,968,550",,,"624,407","33,910,368",,,,,,,,,"726,037,767",,,,,,,,,,,,,,,,,,,,,,,,,-19,,,"6,114,442,044",,-19,,,,,"101,874,794","106,750,238",,"604,069,217","33,083,395",,,"-117,295,672","-150,379,067",,,,"6,718,511,261",,,,,,
[009410],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,152,380,089",,,"4,343,353,530","17,283,232,691",,,,,,,,,"13,157,104,903",,,,,,,,,,,,,,,,,,,,,,,,,-167,,,"157,088,470,379",,-167,,,,,"4,174,408,033","7,947,414,946",-2,"8,004,724,814","-2,955,217,591",,,"-11,364,034,748","-14,319,252,339",,,,"165,093,195,193",,,,,,
[066700],,,,,,,,,,,,,,,,,,,,,,,,,,,,"578,590,320",,,"188,473,925","24,867,922",,,,,,,,,"5,290,540,106",,,,,,,,,,,,,,,,,,,,,,,,,26,,,"8,850,442,849",,26,,,,,"168,610,371","142,202,316",,"5,869,130,426",,,,"715,788,268","715,788,268",,,,"14,719,573,275",,,,,,
[215480],,,,,,,,,,,,,,,,,,,,,,,,,,,,"-14,354,400",,,,,,,,,,,,,,,,,,,,,,,,,,,"14,354,400",,,,,,,,,,,1,,,,,1,,,,,"4,174,565","24,477,961",,,"-1,308,779",,,"4,640,217","5,948,996",,,,,,,,,,
