,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossBeforeTax,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_DistributionCosts,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromRoyalties,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[001040],,,,,,,,,,,,,,,,,,,,,,,,,,,"8,821,583,000",,,,,,,,,,,,,,,,,,,,,,,"259,000",,,,"-15,224,000",,,,,,,,"1,966,716,000",,,210,,,,,209,,,,,,"2,408,580,000","781,275,000",,,"1,107,009,000",,,"6,072,045,000","7,179,054,000",,,,"21,766,331,000",,,,"19,799,615,000",,
[000120],,,,,,,,,,,,,,,,,,,,,,,,,,,"31,465,012,932",,,"2,641,285,382","16,986,887,702",,,,,,,,,"68,293,110,590",,,,,,,,,,,,,,,,,,,,,,,,,521,,,"976,362,453,980",,,,,,,,"13,217,674,562","8,780,784,572",,"99,758,123,522","3,611,684,377",,,"9,070,836,245","12,682,520,622",,,,"1,076,120,577,502",,,,,,
[037560],,,,,,,,,,,,,,,,,,,,,,,,,,,"31,060,850,414",,,,,,,,,,,,,,,,,,,,,,,,,,"-74,642,873,667",,,,,,,,,,,,229,,,"190,120,134,128",,229,,,,,,,,,"105,703,724,081","5,516,872,918",,,"17,699,147,967","23,216,020,885",,,,"295,823,858,209",,,,,,
[155660],,,,,,,,,,,,,,,,,,,,,,,,,,,"4,214,656,357",,,"1,316,778,079","1,355,022,372",,,,,,,,,"3,647,000,683",,,,,,,,,,,,,,,,,,,,,,,,,206,,,"33,301,649,504",,,,,,,,"468,018,694","561,365,805",,"7,861,657,040","977,531,031",,,"3,292,228,144","4,269,759,175",,,,"41,163,306,544",,,,,,
[078930],,,,,,,,,,,,,,,,,,,,,,,,,,,"22,981,000,000",,,"10,000,000",,,,,,,,,,,,,,,,,,,,"107,000,000",,,,"6,147,000,000",,,,,,,,,,,,94,,,,,,,,,,"9,607,000,000","17,000,000",,,"4,446,000,000",,,"8,955,000,000","13,401,000,000",,,,,,,,,,
[006360],,,,,,,"77,260,990,538","2,100,591,355,358",,,,,,,,,,,,,,,,,,,"50,056,881,089",,"95,915,204,870","206,328,023,816","400,866,613,083",,,,,,,,,"87,522,869,258",,,,,,,,,,,,,,-769,,,,,,,,,,,,,,"2,273,767,550,766",,,,,,,,"239,839,435,602","315,151,790,928",,"137,579,750,347","-15,652,835,102",,"121,833,239,069","-53,516,517,750","-69,169,352,852",,,,"2,411,347,301,113",,,"113,193,281,492",,"2,176,320,780,552",
[028150],,,,,,,,,,,,,,,,,,,,,,,,,,,"18,266,028,555",,,"72,722,832","672,322,885",,,,,,,,,"205,489,922,138",,,,,,,,,,,,,,,,,,,,,,,,,"2,578",,,"24,003,806,326",,"2,578",,,,,,"37,130,620","3,855,778,195",,"223,755,950,693","5,400,632,273",,,"16,084,443,804","21,485,076,077",,,,"247,759,757,019",,,,,,
[024120],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,779,223,093",,,"142,462,081","83,996,458",,,,,,,,,"1,633,725,049",,,,,,,,,,,,,,,,,,,,,,,,,279,,,"25,302,202,369",,,,,,,,"915,769,966","1,841,957,812",,"4,412,948,142","550,099,985",,,"3,213,776,577","3,763,876,562",,,,"29,715,150,511",,,,,,
[083470],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,750,788,948",,,,,,,,,,,,,,,,,,,,,,,,,,,195,,,,,,,,,,,,,,"12,567,790,747",,,,,,,,,,,"5,081,302,522",0,,,,"3,779,446,831",,,,,,,,,,
[036030],,,,,,,,,,,,,,,,,,,,,,,,,,,"709,165,899",,,"470,542,765","1,172,068,013",,,,,,,,,"2,229,551,003",,,,,,,,,,,,,,,,,,,,,,,,,119,119,,"38,877,465,749",,,,,,,,,"9,415,244,534",,"2,938,716,902","5,171,120,656","-4,123,178",,"4,247,641,351","9,418,762,007","4,247,641,351",,,"41,816,182,651",,,,,,
[043610],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,370,183,451",,,"151,137,204","12,035,379",,,,,,,,,,,,,,,,,,,,,,,"-21,870,683,664",,,,,,,,,,,40,,,,,40,,,,,,"2,383,251","190,027,677",,,"115,989,713","84,938,902",,"1,665,878,891","1,781,868,604",,,,"23,240,867,115",,,,,,
[060370],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,417,719,956",,,"636,209,424","368,898,953",,,,,,,,,"950,010,621",,,,,,,,,,,,,,"2,989,053,876",,,,,,,,,,,-27,,,"13,065,422,798",,,,,,,,,"602,590,730",,"2,367,730,577","-152,491,974",,,"-548,940,745","-701,432,719",,,,,,,,,,
[003550],,,,,,,,,,,,,,,,,,,,,,,,,,,"41,886,000,000",,,,,,,,,,,,,,,,,,,,,,,"191,000,000",,,,"82,000,000",,,,,,,,"25,796,000,000",,,,,,,,,,,,,,,,,,"10,822,000,000",,,"33,538,000,000","44,360,000,000",,,,"90,203,000,000",,,,,,
[001120],,,,,,,,,,,,,,,,,,,,,,,,,,,"29,048,976,626",,,,,,,,,,,,,"53,864,802,016",,,,,,,,,,,,,,"4,136,521,211",,,,,,,,,,,-86,,,"900,445,814,684",,,,,,,,,,,"82,913,778,642","3,160,908,474",,,"-3,337,934,280","-177,025,806",,,,"983,359,593,326",,,,,,
[051900],,,,,,,,,,,,,,,,,,,,,,,,,,,"122,294,717,437",,,,,,,,,,,,,"316,807,276,492",,,,,,,,,,"5,614",,,,"4,893,324,870",,,,,,,,,,,"5,601",,,"337,262,918,505",,,,,,,,"7,960,328,356","1,417,307,920",,"439,101,993,929","26,766,296,521",,,"93,878,725,350","120,645,021,871",,,,"776,364,912,434",,,,,,
[032640],,,,"1,380,567,000,000",,,,,"402,981,000,000",,,,,,,,,,,,,,,,,,"175,646,000,000",,,"40,582,000,000","19,868,000,000",,,,,,"129,088,000,000",,,"1,912,636,000,000",,,,,,,,,,,,,,,,,,,,,,,,,268,,,"625,087,000,000",,,,,,,,"55,544,000,000","10,108,000,000",,"2,088,282,000,000","33,826,000,000",,,"117,098,000,000","150,924,000,000",,,,"2,713,369,000,000",,,,,,
[011070],,,,,,,,,,,,,,,,,,,,,,,,,,,"44,333,105,979",,,"34,951,090,534","52,891,999,601",,,,,,,,,"125,912,983,055",,,,,,,,,,,,,,,,,,,,,,,"76,646,175,465",,,514,,"1,263,715,225,084",,,514,,,,,"15,078,278,434","2,547,242,555",,"170,246,089,034","1,693,589,800",,,"12,167,571,233","13,861,161,033","12,167,571,233",,,"1,433,961,314,118",,,,,,
[066570],,,,,,,,,,,,,,,,,,,,,,,,,,,"-153,022,000,000",,,"411,291,000,000","416,789,000,000",,,,,,,,,"649,720,000,000",,,,,,,,,,"-2,000,000",,,,"125,887,000,000",,,,,,,,,,"151,750,000,000",-761,-759,-2,"5,680,989,000,000",,,,,,,,"120,917,000,000","100,064,000,000",,"1,277,448,000,000","-42,827,000,000",,,"-137,044,000,000","-179,373,000,000","-136,546,000,000","-498,000,000",,"6,958,437,000,000",,,,,,
[108670],,,,,,,,,,,,,,,,,,,,,,,,,,,"36,565,000,000",,,,,,,,,,,,,"115,240,000,000",,,,,,,,,,,,,,"4,717,000,000",,,,,,,,,,,,"2,934",-152,"435,895,000,000",,,"2,946",-152,,,,,,,"151,805,000,000","8,171,000,000",,,"27,769,000,000","37,462,000,000","29,291,000,000","-1,522,000,000",,"587,700,000,000",,,,,,
[051910],,,,,,,,,,,,,,,,,,,,,,,,,,,"530,064,000,000",,,"148,267,000,000","229,971,000,000",,,,,,,,,"408,166,000,000",,,,,,,,,,"5,380,000,000",,,,,,,,,,,,,,,,,,"3,535,244,000,000",,,,,,,,"33,424,000,000","84,962,000,000",,"938,230,000,000","105,102,000,000",,,"394,796,000,000","499,898,000,000",,,,"4,473,474,000,000",,,,,,
[010060],,"204,748,000",,"6,252,652,000",,,"2,786,238,000",,"183,640,000",,,"1,075,216,000",,"9,685,480,000",,,,,,,,,,,,,"-16,590,970,000","6,525,216,000",,,,,"1,174,794,000",,,,"8,087,426,000",,,"36,074,500,000",,"670,307,000",,,,,,"3,239,517,000",,"-894,000",,,,"-2,301,273,000",,,,,,,,"2,706,118,000","2,668,927,000",,"-1,033",,,"533,604,063,000",,,,,,,,,,,"19,483,530,000","-6,504,374,000",,,"-24,633,946,000","-27,834,979,000","-21,330,605,000","-3,303,341,000",,"553,087,593,000",,,"1,873,355,000",,,
[066270],,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,261,751,282",,,,,,,,,,,,,,,,,,,,,,,-55,,,,"707,820,556",,,,,,,,,,,,,,,,,,,,,,,"586,240,670",,,0,,,"-2,324,762,657","-2,324,762,657",,,,,,,,,,
[017670],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,979,000,000",,,,,,,,"3,141,772,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,"3,141,772,000,000",,,,,,
[048770],,,,,,,,,,0,"300,000",,,,"190,823,931","8,150,947",0,,"209,094,329","7,754,039","28,082,628","13,560,726",,0,"39,053,876","26,363,655","68,477,573",,,"244,475,554","68,307,009",,,,,,,,,,,,,,,,,,,,,,,"1,458,467",,"6,000,000",,0,,,,,,,3,,,,,,,,,,,"209,094,329","7,754,039",,,0,,,"43,305,828","43,305,828",,,,,,,,,,
[009450],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,819,907,888",,,"9,291,236,094","1,281,054,655",,,,,,,,,"25,004,246,323",,,,,,,,,,,,,,,,,,,,,,,,,623,,,"81,035,004,310",,623,,,,,,"552,369,393","64,694,545",,"27,824,154,211","2,472,656,991",,,"7,869,757,488","10,342,414,479",,,,"108,859,158,521",,,,,,
[000050],"104,785,138",,0,"10,480,218,356","10,948,738",,,"36,546,321,632","1,030,486,617",0,,"66,160,118","40,053,897","144,731,246","1,335,808,311","756,151,306","124,521,452","5,896,201","2,152,305,824","195,590,578","707,681,657","1,496,031,065",,"6,877,221","49,752,939","32,783,916","8,711,966,195",,,"2,346,870,136","2,243,373,859",,"67,526,512",,,"24,756,443","588,004,864","9,519,108","317,086,345","13,686,362,998",,"69,812,155","695,752,306","21,111,295",,,,"12,742,323,156",,"1,838","915,127,579",0,,,,0,,0,,,,"26,460,391,124","3,123,555",,,,,"49,288,644,788",,,,,,,,"3,067,433,403","195,590,578",,"22,398,329,193","-904,006,198",,,"5,039,613,449","5,943,619,647",,,,"71,686,973,981",,,,,"45,226,582,857",
[013580],,,,,,,,,,,,,,,,,,,,,,,,,,,"6,180,834,470",,,"1,186,749,020","1,637,266,564",,,,,,,,,"10,276,503,074",,,,,,,,,,,,,,,,,,,,,,,,,232,,,"262,314,393,106",,,,,,,,"3,603,136,082","535,812,204",,"16,457,337,544","-605,122,372",,,"2,057,870,676","2,662,993,048",,,,"278,771,730,650",,,,,,
[004200],,,,,,,,,,,,,,,,,,,,,,,,,,,"6,035,116,429",,0,"439,160,244","6,978,274,127",,,,,,,,,"7,880,801,503",,,,,,,,"810,944,000",,,,,,,,,,,,,,"798,646,568",,,-381,,,"151,879,308,614",,,,,,,,"3,362,649,123","393,362,670",,"13,915,917,932","-340,571,466",,0,"-3,132,712,441","-3,473,283,907",,,,"165,795,226,546",,,,,,
[060480],,,,,,,,,,,,,,,,,,,,,,,,,,,"19,375,390",,,"12,515,019","14,547,040",,,,,,,,,"397,540,315",,,,,,,,,,,,,,,,,,,,,,,,,0,,,"6,954,221,806",,,,,,,,"38,952,635","14,937,705",,"416,915,705","-3,884,097",,,"-2,787,464","-6,671,561",,,,"7,371,137,511",,,,,,
[011780],,,,,,,,,,,,,,,,,,,,,,,,,,,"43,645,562,831",,,"16,862,335,586","14,914,600,950",,,,,,,,,"34,690,221,891",,,,,,,,,,,,,,,,,,,,,,,,,532,,,"693,817,571,147",,,,,,,,"46,695,111,726","21,818,868,172",,"78,335,784,722","5,829,032,377",,,"14,888,021,536","20,717,053,913",,,,"772,153,355,869",,,,,,
[000270],,,,,,,,,,,,,,,,,,,,,,,,,,,"584,556,000,000",,,"33,714,000,000",,,,,,,,,,"1,164,521,000,000",,,,,,,,,,,,"178,517,000,000",,,,"171,597,000,000",,,,,,,"526,826,000,000",,"1,386",,,"5,934,578,000,000",,,,,,,,,"3,251,000,000",,"1,749,077,000,000","94,596,000,000","28,683,000,000",,"555,608,000,000","650,204,000,000",,,,"7,683,655,000,000",,,,,,
[089600],,,,,,,,,,,,,,,,,,,,,,,,,,,"3,059,102,111",,,,,,,,,,,,,,,,,,,,,,,,,,,"-8,561,238",,,,,,,,,,,324,,,,,324,,,,,,,,,,"-785,789,810",,,"2,668,256,804","3,454,046,614",,,,"11,189,238,518",,,,,,
[004270],,,,,,,,,,,,,,,,,,,,,,,,,,,"973,426,225",,,"84,781,397","-33,460,269",,,,,,,,,"1,186,555,680",,,,,,,,,,,,,,,,,,,,,,,,,15,,,"15,772,356,171",,,,,,,,"3,917,422,067","3,256,658,918",,"2,159,981,905","106,026,237",,,"324,878,505","430,904,742",,,,"17,932,338,076",,,,,,
[095660],,,,,,,,,,,,,,,,,,,,,,,,,,,"7,735,591,991",,,"750,171,904","256,925,562",,,,,,,,,"11,874,628,579",,,,,,,,,,,,,,,,,,,,,,,,,296,,,"12,630,822,576",,,,,,,,"1,115,056,649","2,247,670,903",,"19,610,220,570","2,945,844,551",,,"6,415,608,036","9,361,452,587",,,,"32,241,043,146",,,,,,
[042420],,,,,,,,,,,,,,,,,,,,,,,,,,,"-539,137,879",,,,,,,,,,,,,,,,,,,,,,,,,,,"806,092,573",,,,,,,,,,,109,,,,,,,,,,,,,,,"-119,811,792",,,"984,145,326","1,103,957,118",,,,"149,326,867",,,"24,919,750","122,464,048","1,943,069",
[153460],,,,,,,,,,,,,,,,,,,,,,,,,,,"80,318,559",,,,,,,,,,,,,"2,414,823,815",,,,,,,,,,,,,,"7,109,613",,,,,"-266,741",,,,,,20,,,"1,688,571,435",,20,,,,,,"96,438,867","73,213,311",,"2,495,142,374",,,,"96,700,291","96,700,291",,,,"4,183,713,809",,,,,,
[090350],,,,,,,,,,,,,,,,,,,,,,,,,,,"8,695,223,915",,,"536,838,500","299,088,038",,,,,,,,,"17,940,018,685",,,,,,,,,,288,,,,,,,,,,,,,,,,,,"83,182,767,764",,,,,,,,"2,676,640,880","1,487,434,703",,"26,635,242,600","1,873,523,092",,,"5,870,245,108","7,743,768,200",,,,"109,818,010,364",,,,,,
[000320],,,,,,,,,,,,,,,,,,,,,,,,,,,"6,778,282,647",,,"32,464","97,000,180",,,,,,,,,,,,,,,,,,,,,,,"3,887,951,005",,,,,,,,,,,,662,664,,,,626,627,,,,"620,518,921","352,792,181",,,"-105,191,098",,,"6,901,376,426","6,413,588,191","6,518,779,289","382,597,137",,,,,,,,
[004370],,,,,,,,,,,,,,,,,,,,,,,,,,,"31,848,314,618",,,"6,070,575,929","335,884,508",,,,,,,,,"107,018,145,831",,,,,,,,,,,,,,"-34,684,012,175",,,,,,,,,,,"4,622",,,"330,408,596,605",,"4,622",,,,,,"6,433,897,711","4,109,918,270",,"138,866,460,449","8,532,603,242",,,"26,726,423,356","35,259,026,598",,,,"469,275,057,054",,,,,,
[054050],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[064260],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,432,709,720",,,"4,674,437,215","3,404,574,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,"27,604,979,245",,75,,,,,,"541,627,539","446,699,043",,,"-1,574,415,186",,,"2,443,936,138","869,520,952",,,,"29,037,688,965",,,,,,
[019680],,,,,,,,,,,,,,,,,,,,,,,,,,,"11,419,691,369",,,"1,268,860,500","5,278,626,048",,,,,,,,,"20,966,553,686",,,,,,,66,,66,,,,,,,,,,,,,,,,,,,"153,470,123,484",,,,,,,,"7,593,293","896,596,134",,"32,386,245,055","2,406,689,312",,,"6,014,111,920","8,420,801,232",,,,"185,856,368,539",,,,,,"121,872,570"
[006370],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,316,008,124",,,"8,687,520,807","52,306,415",,,,,,,,,"25,428,667,630",,,,,,,,,,,,,,,,,,,,,,,,,"1,154",,,"12,233,695,683",,"1,154",,,,,,"91,465,917","744,937,413",,"27,744,675,754","2,693,677,016",,,"8,911,016,996","11,604,694,012",,,,"39,978,371,437",,,,,,
[000210],,,,,,,,,,,,,,,,,,,,,,,,,,,"142,360,238,407",,,"64,256,127,878","263,031,335,924",,,,,,,,,"104,456,538,069",,,,,,,,,,295,,,,,,,,,,,,,,,282,,,"1,817,746,745,527",,282,,,,,,"22,533,677,762","154,982,604,255",,"246,816,776,476","65,106,377,399",,,"10,927,579,455","76,033,956,854",,,,"2,064,563,522,003",,,,,,
[078140],,,,,,,,,,,,,,,,,,,,,,,,,,,"1,331,587,469",,,"89,514,946","64,846,563",,,,,,,,,"1,426,597,763",,,,,,,,,,,,,,,,,,,,,,,,,105,,,"9,448,727,421",,105,,,,,,"8,098,747","28,338,369",,"2,758,185,232","216,701,440",,,"1,159,794,034","1,376,495,474",,,,"12,206,912,653",,,,,,
[005620],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,173,203",,,,,,,,,,"1,488,569,946",,,,,,,,,,,,,,"-1,388",,,,,,,,,,,,,,"6,230,313,852",,,,,,,,"691,186,291","1,069,740,325",,"1,893,611,453","2,731,177,530",,,"-1,936,408,786","794,768,744",,,,"8,123,925,305",,,,,,
[045390],,,,,,,,,,,,,,,,,,,,,,,,,,,"-184,389,940",,,"146,504,829","-9,116,997",,,,,,,,,"1,681,806,245",,,,,,,,,,,,,,,,,,,,,,,,,4,,,"10,176,062,391",,3,,,,,,-2,"110,868,410",,"1,497,416,305","-182,629,578",,,"264,729,876","82,100,298",,,,"11,673,478,696",,,,,,
[047040],,,,,,,,,,,,,,,,,,,,,,,,,,,"120,843,541,670",,,"108,342,181,889","167,052,551,883",,,,,,,,,"104,632,610,279",,,,,,,,,,,,,,,,,,,,,,,,,80,,,"2,376,673,569,860",,80,,,,,,"22,440,267,186","4,881,580,764",,"225,476,151,949","11,802,597,260",,,"32,771,887,994","44,574,485,254",,,,"2,602,149,721,809",,,,,,
[042660],,,,,,,,,,,,,,,,,,,,,,,,,,,"-668,549,458,877",,,"703,580,832,239","1,384,141,301,871",,,,,,,,,"37,961,325,016",,,,,,,,,,,,,,"-7,500",,,,,,,,,,"265,685,043,165",,,,"3,250,698,108,196",,,,,,,,"292,380,990,546","2,590,812,978",,"-351,633,349,433","385,588,100,021",,,"-1,417,787,249,590","-1,803,375,349,611",,,,"2,899,064,758,763",,,,,,
[000430],,,,,,,,,,,,,,,,,,,,,,,,,,,"6,812,598,989",,,,,,,,,,,,,"10,134,149,013",,,,,,,,,,,,,,0,,,,,,,,,,,158,,,"164,187,983,310",,,,,,,,,,,"16,946,748,002","1,980,220,019",,,"9,748,052,795","11,728,272,814",,,,"181,134,731,312",,,,,,
[005710],,,,,,,,,,,,,,,,,,,,,,,,,,,"2,210,404,172",,,"3,599,798,376","151,813,043",,,,,,,,,"5,226,506,942",,,,,,,,,,,,,,,,,,,,,,,,,328,,,"139,799,373,741",,328,,,,,,,"2,436,057,613",,"7,436,911,114","2,112,357,186",,,"5,982,089,932","8,094,447,118",,,,"147,236,284,855",,,,,,
[100130],,,,,,"12,592,549,590",,"42,960,366,267",,,,,,,,,,,,,,,,,,,"5,624,477,281",,"234,068,225","19,036,050,728","5,255,563,266",,,,,,,,,"1,499,877,515",,,,,,,,,,267,,,,,,,,,,,,,,,267,,,"55,786,984,082",,,,,,,,"13,182,463","240,600,046",,"7,124,354,796","4,777,943,082",,"426,340,984","14,854,439,244","19,632,382,326",,,,"62,911,338,878","11,405,021,502",,,,"51,079,976,392",
[005160],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,027,523,820",,,,,,,,,,,77,,,,,77,,,,,,,,,,,,,"3,642,540,730","4,670,064,550",,,,,,,,,,
[001230],,,,,,,,,,,,,,,,,,,,,,,,,,,"59,412,787,000",,,,,,,,,,,,,"71,705,099,000",,,,,,,,,,,,,,"8,295,699,000",,,,,,,,,,,-854,,,"1,003,681,345,000",,-854,,,,,,,,,"131,117,886,000","-28,591,152,000",,,"-79,762,341,000","-108,353,493,000",,,,"1,134,799,231,000",,,,,,
[000990],"102,936,389","2,824,732,252",,"2,203,882,819","52,408,163",,"114,325,280,306",,"216,549,633",,"2,000,000","756,175,193","285,122,585","144,872,588","802,736,988","4,512,680,148","445,620,588","31,298,999","11,565,631,483","305,707,224","1,248,076,861","1,039,534,531",,"204,208,208","259,831,108","144,198,305","48,579,441,709","12,030,435,560",,"6,028,518,832","2,732,386,781",,"454,331,332","104,916,135","460,926,034","9,616,941","4,479,335,693","55,432,525","211,993,773","25,332,508,155","214,133,170","137,717,616",,"54,907,717",,0,,,,752,,0,,,,0,,0,,,,,"235,515,220",,815,,,"114,325,280,306",,,,,,,,"17,941,928,247","1,065,773,735",,"73,911,949,864","-45,473,934",,"6,220,952,872","35,044,893,182","34,999,419,248","35,044,893,182",,,"188,237,230,170",,,"182,016,277,298",,,
[001520],,,,,,,,,,,,,,,,,,,,,,,,,,,"3,474,098,651",,,"459,527,232,869","1,088,382,449",,,,,,,,,"6,105,243,098",,,,,,,,,,"1,447",,,,,,,,,,,,,,,,,,"70,669,711,951",,,,,,,,"12,872,215,599","2,063,306,755",,"9,579,341,749","108,194,408,710",,,"342,909,631,517","451,104,040,227","342,909,631,517",,,"80,249,053,700",,,,,,
[084670],,,,,,,"26,331,354,484",,,,,,,,,,,,,,,,,,,,"6,164,936,229",,"343,379,584","273,479,885","82,617,504",,,,,,,,,"1,857,535,423",,,,,,,,,,,,,,,,,,,,,,,,,"1,685",,,"26,674,734,068",,"1,685",,,,,,"740,340,489","135,132,100",,"8,022,471,652","1,283,252,119",,"1,047,263,854","4,467,338,102","5,750,590,221","4,467,338,102",,,"34,697,205,720",,,"33,649,941,866",,,
[030790],,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,668,219,613",,,"1,594,737,828","21,351,149",,,,,,,,,"3,122,290,530",,,,,,,,,,,,,,,,,,,,,,,,,-41,,,"18,040,246,722",,-41,,,,,,"1,679,595,524","254,538,562",,"1,454,070,917","-226,311,606",,,"-1,293,578,290","-1,519,889,896",,,,"19,494,317,639",,,,,,
[001530],,,,,,,,,,"166,273,874",,,,,,,,,"628,203,299","178,944,445",,,,,,,"-814,932,096",,,"245,332,332","2,317,371,815",,,,,,,,,"1,624,647,902",,,,,,,,,,,0,0,,,,,,,,,,,,,"-2,739",,,"56,248,762,630",,,,,,,,"4,690,597,362","2,085,368,639",,"809,715,806","-1,058,382,470",,,"-4,433,817,832","-5,492,200,302",,,,"57,058,478,436",,,,,,
[000150],,,,,,,,"292,206,351,922",,,,,,,,,,,,,,,,,,,"22,090,517,546",,"50,819,287,975","1,132,791,348","4,115,965,854",,,,,,,,,,,,,,,,302,"72,640,820,217",302,,,,,,,,,,,,,,,,,298,,"415,666,460,114",,,298,,,,,"18,491,457,971","13,529,613,220",,,"7,482,858,516",,"66,012,016,268","6,662,639,773","14,145,498,289","6,662,639,773",,,"437,756,977,660",,"1,286,670,000",,,"370,458,291,392",
[011160],,,,,,,,,,,,,,,,,,,,,,,,,,,"-7,843,242,094",,,"10,962,522","7,427,167,944",,,,,,,,,"21,288,294,150",,,,,,,,,,,,,,,,,,,,,,,,,-964,"-1,072",108,"281,530,844,770",,-964,"-1,072",108,,,,"47,148,443,526","1,329,262,275",,"13,445,052,056","473,092,436",,,"-55,361,957,182","-61,078,628,767","-61,551,721,203","6,189,764,021",,"294,975,896,826",,,,,,
[082740],,,,,,,,,,,,,,,,,,,,,,,,,,,"-26,887,158,630",,,"319,274,932","1,627,230,217",,,,,,,,,"26,442,525,925",,,,,,,,,,,,,,,,,,,,,,,,,-352,,,"165,882,959,625",,-352,,,,,,"60,328,692,086","55,898,584,810",,"-444,632,705","-8,144,707,367",,,"-24,480,513,824","-32,625,221,191","-24,480,513,824",,,"165,438,326,920",,,,,,
[042670],,,,,,,,,,,,,,,,,,,,,,,,,,,"-79,641,664,833",,,"1,113,919,801","6,488,389,073",,,,,,,,,"136,921,020,327",,,,,,,,,,,,,,"54,801,444,071",,,,,,,,,,,,-196,-196,"449,913,746,614",,,-347,-347,,,,"129,352,605,433","57,153,368,957",,"57,279,355,494","-33,844,702,107",0,,"-37,247,032,394","-102,413,926,510","-68,569,224,403","31,322,192,009",,"507,193,102,108",,,,,,
