,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[004170],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49,546,289,930",,,"329,142,667,017","4,372,893,139",,,,,,,,,"342,068,841,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27,581",,,"209,472,111,202",,"27,581",,,,,"26,045,496,979","11,601,257,020",,"391,615,131,850","90,255,223,761",,"274,910,203,569",,"3,613,659,160","271,296,544,409","365,165,427,330",,,,"601,087,243,052",,,,,"5,293,603,481"
[031430],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,687,915,928",,,"1,610,052,025","1,595,442,437",,,,,,,,,"109,828,400,780",,,,,,,,,,,,,,,,,,"1,540,126,486",,,,,,,,,,,,,,,219,,,"113,516,094,756",,,,,,,"6,466,705,531","3,875,118,703",,"113,516,316,708","1,118,850,061",,"1,532,215,113",,"-31,133,777","1,563,348,890","2,651,065,174",,,,"227,032,411,464",,,,,
[056000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-319,707,769",,,"112,935,333","102,012,870",,,,,,,,,"1,190,616,120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,989,848,849",,,,,,,"254,351,187","141,317,342",,"870,908,351",,,"-421,819,151",,,"-421,819,151","-421,819,151","-421,819,151",,,"3,860,757,200",,,,,
[108320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,534,943,835",,,"225,862,763","271,670,610",,,,,,,,,"13,184,736,845",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,,,"98,743,606,429",,702,,,,,,"1,181,643,578",,"25,719,680,680","2,496,719,846",,"11,174,059,720",,,"11,174,059,720","13,670,779,566","11,174,059,720",,,"124,463,287,109",,,,,
[003410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,809,586,375",,,"11,514,099,010","6,415,195,969",,,,,,,,,"45,143,449,426",,,,,,,,,,,,,,462,,,,,,,,,,,,,,,,,,,770,,,"441,172,492,173",,748,,,,,"11,865,183,463","451,756,148",,"110,953,035,801","4,212,390,341",,"61,157,420,497",,"1,073,052,692","60,084,367,805","65,369,810,838",,,,"552,125,527,974",,,,,"5,874,748,737"
[010280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89,356,698",,,"166,911,852","284,186,473",,,,,,,,,"5,552,167,748",,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,"28,815,953,039",,,,,,,"147,558,636","234,717,456",,"5,641,524,446","168,665,978",,"-109,425,081",,,"-109,425,081","59,240,897",,,,"34,457,477,485",,,,,
[099190],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,311,973,131",,,,,,,,,,,,,"6,704,384,376",,,,,,,,,,,,,,,,,,"-272,700,671",,,,,,,,,,,,,,,305,,,"15,149,907,452",,304,,,,,,,,"12,016,357,507","1,228,565,439",,"4,104,570,956",,"-62,258,522","4,166,829,478","5,333,136,395",,,,"27,166,264,959",,,,,
[011090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,145,619,384",,,"188,210,105","169,899,349",,,,,,,,,"14,897,683,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,"58,403,239,653",,,,,,,"138,586,381","73,580,511",,"18,043,302,897","131,723,366",,"2,967,200,904",,"-24,230,135","2,991,431,039","3,098,924,270",,,,"76,446,542,550",,,,,
[031330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,096,770,392",,,"4,145,782,891","3,654,881,430",,,,,,,,,"3,742,998,260",,,,,,,,,,,,,,,,,,,,,,,,0,"9,817,089,925",,,,,,,,,105,19,"243,286,992,109",,,105,19,,,"1,311,009,318","17,512,303",,"12,839,768,652","2,455,749,967",,"9,817,089,925",,,,"10,749,024,242","8,293,274,275","1,523,815,650",,"256,126,760,761",,,,,"2,454,849,404"
[060540],"2,522,726","1,146,523","1,059,630","61,845,372","9,568,106",,,"2,177,140,791",,"34,015,118",,"660,000","43,758,024","67,176,021","406,837",,,,,"10,232,873","34,607,651","172,489,417","107,292,939",,,,,,,"13,349,646","3,852,464","408,818,309","264,288,913",,"23,582,519","4,512,464",,"62,529,679","3,496,949","24,456,857","2,434,455","387,594,235","23,592,282","21,146,561","1,219,335,807","548,142","10,040,240","6,239,096","14,074,088",,,,,,"92,319,558",,,,,"1,409,150","35,845",,"921,704,467",,,,,,,,,,,"337,269,711",,"745,031",,42,,,"3,855,107,460",,,,,,,"173,993,395","936,529,861",,"1,628,154,116","268,720,363",,"921,704,467",,"168,886,692","752,817,775","1,190,424,830",,,,"5,483,261,576",,,"2,854,419,696",,
[056190],,,,,,,,,,,"1,880,000",,,,,,,,,,,"102,179,220","1,692,770,753",,,,,,,,,"17,596,460,603",,,"1,528,655,270","5,269,899,093",,,,,,,,,"12,814,151,142",,,,,,,,,,,,,,277,"-10,331,910",0,,,,,,,,,,,,,,,,,,,,"112,334,315,430",,,,,,,"93,013,408","1,826,476,130",,"30,410,611,745","10,753,945,164",,"4,834,734,338",,0,"4,834,734,338","15,588,679,502",,,,"142,744,927,175",,,,,
[005850],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,383,677,683",,,,,,,,,,,,,"26,243,890,505",,,,,,,,,,,,,,,,,,"-1,670,440,996",,,,,,,,,,,,,,,766,,,"306,010,085,308",,,,,,,,,,"46,627,568,188","7,786,907,208",,"26,283,938,336",,"331,976,472","25,951,961,864","34,070,845,544",,,,"352,637,653,496",,,,,
[012750],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,460,841,869",,,"3,885,540,370","5,581,908,299",,,,,,,,,"88,343,080,995",,,,,,,,,,,,,,,,,,,,,,,,"1,235,522,772","1,145,819,678",,,,,,,,947,913,34,"318,842,154,246",,947,913,34,,,"929,448,762","77,207,875",,"131,803,922,864","10,019,863,273",,"33,273,712,230",,"1,237,520,566","32,036,191,664","40,912,233,053","30,892,369,780","2,381,342,450",,"450,646,077,110",,,,,
[123700],"15,131,654","1,023,192","-108,498,244","457,353,635","48,486,314",,,,,"124,946,920",,"3,000,000","177,048,598","81,784,177","301,181,055","483,516,846","1,014,310,742",,,0,"100,998,038","16,136,711","154,115,924",,,"38,059,694","683,202,622",,"1,000","502,919,267","87,352,476","7,281,674,049","1,315,406,772",,"2,654,268,582","815,821,460",,"240,539,539","34,604,086","174,977,713",,"1,887,061,202","-27,915,882","250,174,142","6,908,403,653","20,447,826","177,674,841",,"82,177,767",,,,,,"407,505,946",,,,,"451,728",0,,,,0,"4,205,668",,,,,,,,"643,881,119",,"176,348,678",,369,369,,"29,148,248,527",,369,369,,,,"26,169,941","180,617,201",,"14,190,077,702","2,891,818,564",,"6,382,749,867",,"625,406,949","5,757,342,918","9,274,568,431",,,,"43,338,326,229",,,,"42,694,445,110",
[025530],"15,131,654","1,171,848","-98,824,658","327,889,052","54,683,130",,,,,"138,294,945",,"3,000,000","235,204,326","107,842,108","303,126,028","601,129,851","1,082,329,153",,,0,"110,865,482","24,008,380","437,019,202",,,"36,558,105","790,285,820",0,"1,000","524,354,880","87,553,893","7,451,583,980","1,415,883,250",,"3,087,180,886","960,080,049",,"288,536,689","35,540,379","209,782,696",,"2,257,921,361","-22,674,861","261,251,034","7,530,738,058","20,567,326","198,248,918",,"92,049,661",,,,,,"407,505,946",,,,,"5,139,791","-4,441,711",,,,0,0,,,,,,,,"45,485,155",,"182,138,382",,,253,,"29,666,506,506",,,253,,,,"29,148,171","447,981,768",,"14,982,322,038","-2,980,332,375",,"7,017,186,039",,"3,582,242,642","3,434,943,397","9,997,518,414",,,,"44,648,828,544",,,,"43,959,462,270",
[069510],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,028,046,572",,,"3,439,284,931","2,664,518,557",,,,,,,,,"6,195,653,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,,,"53,825,017,171",,,,,,,"-114,339,193","241,096,896",,"10,223,700,336","1,093,346,349",,"4,040,825,838",,,"4,040,825,838","5,158,249,035",,,,"64,048,717,507",,,,,
[050760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-377,919,222",,,,,,,,,,,,,"3,675,317,159",,,,,,,,,,,,,,,,,,"369,877,522",,,,"15,136,752",,,,,,,,,,,-15,,,"21,053,026,369",,-15,,,,,,,,"3,297,397,937","-267,754,909",,"-223,259,905",,,,"-491,014,814",,,,"24,350,424,306",,,,,
[003800],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,190,948,487",,,"668,031,714","111,445,009",,,,,,,,,"16,696,533,317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,782",,,"21,078,274,188",,"3,782",,,,,"415,013,274","873,076,764",,"24,887,481,804","1,970,187,754",,"7,235,410,928",,"-4,118,169","7,239,529,097","9,205,598,682",,,,"45,965,755,992",,,,,
[065160],"701,458,235","159,358,182","56,450,587","673,715,527","23,573,585","3,807,605,867",,,"7,238,225,860","18,388,747","600,000",0,"136,180,108","97,058,167","156,398,907","790,513,995","21,768,794",0,,0,"33,161,398","1,053,452,063","205,778,610",,0,"57,988,780","50,362,350",0,0,"4,540,754","5,520,348","1,374,566,518","60,123,029","4,258,942","816,969,571","2,215,508,898",0,"72,564,148","61,483,792","21,638,202","39,258,380","913,948,141","-182,611,538","21,105,015","3,409,356,644","200,000","105,300,718","13,031,421","38,297,217",,,,,,,,,,,0,0,,,,0,0,,,,,,,,,,"-9,943,517",,-23,-23,0,"11,050,090,669",,-23,-23,,,,"1,166,662,636","206,378,610",,"4,783,923,162",0,"16,350,000","-984,256,835",,0,"-984,256,835","-984,256,835","-984,256,835",0,,"15,834,013,831","4,454,021,027",,"13,675,702","11,349,967,102",
[069410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"833,653,503",,,"64,919,780","217,916,529",,,,,,,,,"2,717,193,361",,,,,,,,,,,,,,,,,,"-194,960,776",,,,,,,,,,,,,,,43,,,"9,094,581,991",,,,,,,"707,540","65,735,401",,"3,550,846,864","261,142,288",,"289,581,551",,,"289,581,551","550,723,839",,,,"12,645,428,855",,,,,
[111770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69,728,742,182",,,"20,232,846,567","21,983,189,623",,,,,,,,,"69,050,650,110",,,,,,,,,,,,,,,,,,"1,443,698,562",,,,,,,,,,,,,,,920,,,"313,513,844,575",,,,,,,"2,651,573,564","1,028,791,431",,"138,779,392,292","13,598,067,864",,"51,313,850,567",,"10,536,484,631","40,777,365,936","64,911,918,431",,,,"452,293,236,867",,,,,
[009970],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64,720,819,588",,,"21,219,985,370","21,448,002,190",,,,,,,,,"115,245,922,677",,,,,,,,,,,,,,,,,,"1,443,698,562",,,,,,,,,,,,,,,"1,638",,,"343,656,236,377",,,,,,,"2,693,678,466","1,621,827,455",,"179,966,742,265","13,700,172,252",,"48,277,080,943",,"29,263,651,458","19,013,429,485","61,977,253,195",,,,"523,622,978,642",,,,,
[036000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"701,918,758",,,"595,028,718","700,653,600",,,,,,,,,"10,877,840,993",,,,,,,,,,,,,,,,,,"4,435,000",,,,"130,402,102",,,,,,,,,,,1,,,"66,552,095,155",,,,,,,"652,843,356","363,044,081",,"11,579,759,751","67,504,408",,"142,925,310",,,,"210,429,718","142,925,310",,,"78,131,854,906",,,,,
[039830],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,500,014,583",,,"1,098,165,977","1,838,132,579",,,,,,,,,"11,621,492,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,,,"12,612,837,100",,,,,,,"734,158,449","182,965,993",,"15,121,507,514","367,064,659",,"1,841,790,866",,"158,768,430","1,683,022,436","2,208,855,525",,,,"27,734,344,614",,,,,
[002630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-44,684,645",,,,,,,,,,,,,"4,198,523,049",,,,,,,,,,,,,,,,,,-6,,,,,,,,,,,,,,,,,,"20,618,788,103",,,,,,,,"149,716,638",,"4,153,838,404",0,,"-866,799,330",,"70,076,649","-936,875,979","-866,799,330",,,,"24,772,626,507",,,,,
[010470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,099,248,930",,,"4,581,224","36,391,002",,,,,,,,,"9,078,884,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,"13,957,636,858",,135,,,,,"-44,837,382","381,277,345",,"11,178,133,766","755,054,953",,"1,738,498,926",,,"1,738,498,926","2,493,553,879",,,,"25,135,770,624",,,,,
[048260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,287,798,452",,,"663,550,330","208,122,020",,,,,,,,,"32,994,078,511",,,,,,,,,,,,,,,,,,"168,409,231",,,,,,,,,,,,,,,527,,,"29,616,099,673",,,,,,,"2,978,457,174","4,593,117,417",,"40,281,876,963","2,393,341,982",,"7,132,954,254",,"-379,328,372","7,512,282,626","9,526,296,236",,,,"69,897,976,636",,,,,
[037400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,220,424,354",,,"10,486,848,527","9,832,300,567",,,,,,,,,"21,768,745,780",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-123,,,"826,149,740,869",,,,,,,"1,942,661,429","-199,509,591",,"23,989,170,134","6,039,380,465",,"-4,914,150,942",,"-2,265,299,064","-2,648,851,878","1,125,229,523",,,,"850,138,911,003",,,,,"392,428,229"
[011320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,493,690,204",,,"808,507,025","89,934,612",,,,,,,,,"6,030,661,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,,,"51,368,404,486",,,,,,,"407,492,395","205,249,242",,"7,524,351,970","611,867,454",,"1,398,152,010",,,"1,398,152,010","2,010,019,464",,,,"58,892,756,456",,,,,
[056090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"218,233,491",,,"13,414,910","1,576,284",,,,,,,,,"2,466,695,118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44,-44,0,"1,897,226,256",,-44,-44,0,,,"625,988,190","210,519,755",,"2,684,928,609","10,614,702",,"-196,011,020",,0,"-196,011,020","-185,396,318",,,,"4,582,154,865",,,,,
[084370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,686,252,330",,,"79,878,806","72,828,589",,,,,,,,,"6,819,456,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297,,,"17,278,565,776",,297,,,,,,"568,180,548",,"14,505,709,162","1,550,657,988",,"6,710,825,107",,"-103,543,069","6,814,368,176","8,261,483,095",,,,"31,784,274,938",,,,,
[060230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-581,210,948",,,,,,,,,,,,,"2,889,752,126",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-210,,,"8,746,608,259",,-210,,,,,,,,"2,308,541,178","557,934,040",,"-1,765,067,891",,,,"-1,207,133,851",,,,"11,055,149,437",,,,,
[139480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65,728,502,492",,,"4,995,128,186","4,790,167,717",,,,,,,,,"843,652,371,873",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,798",,,"2,322,723,809,601",,"9,798",,,,,"45,831,006,292","346,257,693,148",,"909,380,874,365","95,839,300,766",,"274,499,993,178",,"1,485,191,315","273,014,801,863","370,339,293,944",,,,"3,232,104,683,966",,,,,"3,979,144,127"
[000760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"751,528,749",,,"229,611,743","52,999,686",,,,,,,,,"2,796,122,591",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,"13,114,204,802",,,,,,,"604,165,612","78,556,103",,"3,547,651,340","-32,322,887",,"434,854,184",,"107,306,618","327,547,566","402,531,297",,,,"16,661,856,142",,,,,
[129260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,515,418,499",,,"3,512,178,626","5,549,183,363",,,,,,,,,"4,391,155,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,"149,942,902,907",,216,,,,,"3,236,767,702","3,438,347,139",,"16,906,574,130","2,500,509,434",,"7,624,776,958",,"923,308,125","6,701,468,833","10,125,286,392","7,624,776,958",,,"166,849,477,037",,,,,"-554,706,807"
[023810],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"901,683,161",,,"1,304,709,609","2,100,569,169",,,,,,,,,"1,775,729,785",,,,,,,,,,,,,,,,,,"1,237,903,888",,,,,,,,,,,,,,"5,114,886,659",165,,,"45,724,681,644",,165,,,,,"81,570,395","514,684,537",,"7,792,299,605","114,897,673",,"1,661,943,958",,"12,423,541","1,649,520,417","1,776,841,631",,,,"53,516,981,249",,,,,
[007570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,525,251,915",,,"212,118,493","257,460,083",,,,,,,,,"20,932,791,150",,,,,,,,,,,,,,,,,,"2,232,084,439",,,,"1,493,388,224",,,,,,,,,,,-122,,,"42,437,487,715",,-122,,,,,"1,828,726,144","300,564,177",,"25,690,127,504","1,667,404,621",,"-715,656,263",,,,"951,748,358",,,,"68,127,615,219",,,,,
[159580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-515,835,806",,,"152,381,965","576,080,104",,,,,,,,,"26,500,852,515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-64,,,"34,912,247,905",,-64,,,,,"51,192,029","62,331,972",,"25,985,016,709","-139,802,140",,"-788,591,862",,0,"-788,591,862","-928,394,002",,,,"60,897,264,614",,,,,
[054950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,163,453,991",,,"370,154,467","-227,128,888",,,,,,,,,"7,794,284,153",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,"12,017,507,721",,,,,,,"121,494,513","-1,223,077,143",,"8,957,738,144","379,992,451",,"36,173,239",,,"36,173,239","416,165,690",,,,"20,975,245,865",,,,,0
[000480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,738,711,056",,,"516,865,992","899,048,710",,,,,,,,,"21,191,658,077",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"-2,469",0,"162,335,138,099",,,"-2,469",0,,,"9,974,293,239","9,353,560,622",,"19,452,947,021","6,310,171,864",,"-13,108,256,801",,"-5,086,063,139","-8,022,193,662","-6,798,084,937","-13,108,256,801",0,,"181,788,085,120",,,,,"1,437,165,240"
[001630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,702,419,564",,,,,,,,,,,,,"7,499,104,101",,,,,,,,,,,,,,,,,,,"1,134,702,896",,,,,,,,,,,,,,"2,071",,,"32,247,303,796",,,,,,,,,,"15,201,523,665","3,230,606,505",,"10,430,263,847",,"2,571,890,969","7,858,372,878","13,660,870,352",,,,"47,448,827,461",,,,,
[035000],"116,021,242","246,912,153",0,"658,126,976","236,700,222",,,,,"418,960,659",,"993,246","2,883,178,292","462,648,935",,"932,018,410","1,020,428,941",,,"11,029,720","2,881,016","237,131,829","310,838,121",,,"574,120,309","768,928,760",,"31,283,671","47,226,197","81,471,371","4,963,156,462",,,"2,010,703,268","1,456,798,412",,"1,185,785,987","54,652,612","1,533,820,873","82,939,000","18,803,968,270","124,142,263","94,139,263","29,774,740,088","285,036,098","340,993,594","453,509,705","235,823,581",,,,,,,,,,,0,,,,,0,,,,,,,,,,,"541,293,948",,273,273,,"67,602,463,574",,273,273,,,,"1,428,241,176","613,938,034",,"34,737,896,550","284,319,940",,"4,418,438,236",,,"4,418,438,236","4,702,758,176","4,418,438,236",,,"102,340,360,124",,,,,
[002780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-16,178,781,954",,,"1,688,748,541","37,247,120,794",,,,,,,,,"9,466,277,987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-347,,,"164,036,167,273",,-347,,,,,"664,292,291","26,338,600",,"-6,712,503,967",,,"-52,375,107,898",,,,"-52,375,107,898",,,,"157,323,663,306",,,,,
[030200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"368,809,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163,787,000,000","196,786,000,000",,,,,"2,726,000,000","161,061,000,000",,,,,,,,"1,224",566,658,,,"1,224",566,658,,,,,,,"-39,733,000,000",,"321,794,000,000",,"22,119,000,000","299,675,000,000",,,,,,,,,,"1,223,000,000"
[053210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[024880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,239,868,409",,,"18,477,892,741","1,068,823,357",,,,,,,,,"7,636,744,726",,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,"1,012","1,012",,"72,909,637,466",,"1,012","1,012",,,,"3,369,138,614","1,706,220,915",,"11,876,613,135","5,199,127,247",,"14,753,491,602",,"-1,077,473","14,754,569,075","19,952,618,849","14,753,491,602",0,,"84,786,250,601",,,,,"-33,401,245"
[052400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,457,598,324",,,"1,445,600,210","1,210,658,080",,,,,,,,,"9,696,002,921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677,,,"41,153,970,002",,677,,,,,"619,615,789","923,780,611",,"22,153,601,245","2,550,735,404",,"10,516,521,653",,"69,801,573","10,446,720,080","13,067,257,057",,,,"63,307,571,247",,,,,"70,551,781"
[005420],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-10,518,829,115",,,,,,,,,,,,,"6,441,464,757",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,028","-1,028",,"65,440,050,103",,"-1,028","-1,028",,,,"5,847,509,142","1,281,056,942",,"-4,077,364,358",,,"-13,617,465,837",,"-2,233,563,739","-11,383,902,098","-13,617,465,837","-13,617,465,837",,,"61,362,685,745",,,,,
[066310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"685,297,547",,,"365,070,385","148,756,106",,,,,,,,,"1,168,040,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,"5,379,964,706",,,,,,,"15,218,671","85,128,108",,"1,853,337,659","182,362,891",,"789,158,372",,0,"789,158,372","971,521,263",,,,"7,233,302,365",,,,,
[045520],,,,,,,,,,,,,,,,,,,,,,"121,752,686","47,928,265",,,,,,,,,"1,158,310,158",,,"34,612,885","20,014,073",,,,,,,,,"2,041,888,187",,,,,,,,,,,,,,,"2,266,000","13,714,000",,,,,,,,,,,,,,,,,132,,,"12,042,994,163",,132,,,,,"278,065,417","198,868,499",,"3,200,198,345","237,115,942",,"856,596,110",,,"856,596,110","1,093,712,052",,,,"15,243,192,508",,,,,
[009410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,345,219,969",,,"13,694,523,919","7,494,482,466",,,,,,,,,"38,961,730,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,"420,270,082,236",,69,,,,,"10,814,089,520","2,245,432,540","1,316,066,096","52,306,950,040","2,512,635,448",,,,"5,091,656,057","4,688,379,033","12,292,670,538","9,780,035,090",,,"472,577,032,276",,,,,
[131290],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,283,991,671",,,"169,885,406","56,261,726",,,,,,,,,"4,494,139,674",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,"27,467,647,653",,8,8,,,,"765,647,016","1,822,650,806",,"3,210,148,003","-148,563,876",,"74,867,760",,"-17,081,409","91,949,169","-73,696,116","74,867,760",,,"30,677,795,656",,,,,"39,668,085"
