,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_ConferenceExpenses,dart_CostOfSalesFromConstruction,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromRenderingOfServicesCommission,dart_CostOfSalesFromRenderingOfServicesProcession,dart_CostOfSalesFromRenderingOfServicesRental,dart_CostOfSalesFromRenderingOfServicesTransportation,dart_CostOfSalesFromSaleOfGoods,dart_CostOfSalesFromSaleOfGoodsMerchandises,dart_CostOfSalesFromSaleOfGoodsProduct,dart_CostOfSalesFromSaleOfGoodsRealEstate,dart_CostOfSalesFromServices,dart_DepreciationExpense,dart_DividendIncome,dart_DividendIncomeNonOperating,dart_Donations,dart_EmployeeBenefits,dart_EngagementExpenses,dart_EntertainmentExpenses,dart_ExclusiveLineUseExpense,dart_ExportOverallExpense,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromCommission,dart_GainsFromFinancialGuaranteeFinancialIncome,dart_GainsOnDisposalsOfFairValueFinancialAssetFinancialIncome,dart_GainsOnDisposalsOfInventory,dart_GainsOnDisposalsOfInvestmentProperty,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_GainsOnForeignCurrencyTransactionsFiancialIncome,dart_GainsOnForeignExchangeTranslationsFinancialIncome,dart_GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfDerivativeFinancialInstrumentsFinancialIncome,dart_GainsOnValuationOfFairValueFinancialAssetFinancialIncome,dart_GainsOnValuationOfLongTermFinancialInstruments,dart_ImpairmentLossDeterminedInAccordanceWithIFRS9,dart_ImpairmentLossRecoveryOfAccountsReceivables,dart_ImpairmentLossesOnAssociates,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LeaseholdAdministrationExpense,dart_LentIncome,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalOfIntangibleAssets,dart_LossesOnDisposalOfInvestmentProperty,dart_LossesOnDisposalsOfFairValueFinancialAssetFinancialExpense,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_LossesOnForeignCurrencyTransactionsFiancialExpense,dart_LossesOnForeignExchangeTranslationsFinancialExpense,dart_LossesOnSaleOfInvestmentsInSubsidiaries,dart_LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfDerivativeFinancialInstrumentsFinancialExpense,dart_LossesOnValuationOfFairValueFinancialAssetFinancialExpense,dart_MembershipExpenses,dart_MiscellaneousExpenses,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_NetworkContactSettleExpense,dart_OperatingExpenses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherFinancialExpenses,dart_OtherFinancialIncome,dart_OtherGains,dart_OtherLosses,dart_PackingExpenses,dart_PersonalExpense,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_RevenueFromConstruction,dart_RevenueFromRenderingOfServicesCommission,dart_RevenueFromRenderingOfServicesProcession,dart_RevenueFromRenderingOfServicesRental,dart_RevenueFromRenderingOfServicesTransportation,dart_RevenueFromSaleOfGoodsMerchandise,dart_RevenueFromSaleOfGoodsProduct,dart_RevenueFromSaleOfGoodsRealEstate,dart_RevenueFromServices,dart_SalariesWages,dart_SamplesExpenses,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingExpenses,entity_OperatingIncomeLoss,entity_OtherGains,entity_ProfitLoss,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_RevenueFromRenderingOfServices,entity_TotalSellingGeneralAdministrativeExpenses,ifrs-full_BasicEarningsLossPerShare,ifrs-full_BasicEarningsLossPerShareFromContinuingOperations,ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_CostOfSales,ifrs-full_DilutedEarningsLossPerShare,ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations,ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs-full_EarningsPerShareAbstract,ifrs-full_EmployeeBenefitsExpense,ifrs-full_FinanceCosts,ifrs-full_FinanceIncome,ifrs-full_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_GrossProfit,ifrs-full_IncomeTaxExpenseContinuingOperations,ifrs-full_LossesArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs-full_OtherIncomeExpenseFromSubsidiariesJointlyControlledEntitiesAndAssociates,ifrs-full_OtherRevenue,ifrs-full_ProfitLoss,ifrs-full_ProfitLossBeforeTax,ifrs-full_ProfitLossFromContinuingOperations,ifrs-full_ProfitLossFromDiscontinuedOperations,ifrs-full_Revenue,ifrs-full_RevenueFromConstructionContracts,ifrs-full_RevenueFromDividends,ifrs-full_RevenueFromRenderingOfServices,ifrs-full_RevenueFromRoyalties,ifrs-full_RevenueFromSaleOfGoods
[134060],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201,600,004",,,,,"14,612,792","25,452,657",,,,,,,,,,,,,,,,,,,,"1,304,547,746",,,,,,,,,,,,,,"-10,765,931",,,,,,,,,15,,,"805,914,304",15,,,,,"7,599,740",,,"1,495,381,819","147,720,514",,"31,396,808",,"66,836,693","214,557,207",,,"2,301,296,123",,,,,
[000760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-660,676,837",,,,,"120,892,083","69,677,555",,,,,,,,,,,,,,,,,,,,"1,407,659,109",,,,,,,,,,,,,,,,,,,,,,,-294,,,"7,700,442,018",,,,,,"228,140,256","14,112,549",,"746,982,272",0,,,,"-823,490,016","-823,490,016",,,"8,447,424,290",,,,,
[129260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,530,890,935",,,,,"397,100,540","267,291,376",,,,,,,,,,,,,,,,,,,,"4,232,551,369",,,,,,,,,,,,,,"456,247,178",,,,,,,,,-64,,,"98,803,197,503",-64,,,,,"1,863,230,316","406,933,080",,"2,624,326,736","-599,631,260",,,,"-1,801,500,569","-2,401,131,829",,,"101,427,524,239",,,,,
[023810],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"782,385,135",,,,,"153,231,363","34,128,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,530,281,167",,,,,,,,,25,,,"34,410,652,743",25,,,,,"246,586,529","188,475,993",,"4,761,401,500","598,019,214",,,,"245,358,028","843,377,242",,,"39,172,054,243",,,,,
[007570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,830,671,558",,,,,"356,271,967","177,875,841",,,,,,,,,,,,,,,,,,,,"14,314,668,027",,,,,,,,,,,,,,"4,110,600,075",,,,,,,,,10,,,"26,339,555,882",10,,,,,"1,114,818,788","-33,862,840",,"20,255,939,660","672,406,904",,,,"187,979,152","860,386,056",,,"46,595,495,542",,,,,
[159580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,495,445,965",,,,,"1,587,572,935","154,893,929",,,,,,,,,,,,,,,,,,,,"14,181,369,341",,,,,,,,,,,,,,,,,,"3,106,892,794",,,,,158,158,,"22,423,086,714",158,158,,,,"203,330,217","-39,117,643",,"16,676,815,306","578,784,317",,,,"3,106,892,794","3,685,677,111",,,"39,099,902,020",,,,,
[054950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,529,180,760",,,,,"346,280,567","962,703,860",,,,,,,,,,,,,,,,,,,,"2,835,891,151",,,,,,,,,,,,,,"1,575,724,964",,,,,,,,,301,,,"18,111,294,706",,,,,,"34,570,622","218,683,634",,"8,940,796,875","616,861,233",,,,"3,480,009,246","4,096,870,479",,,"27,052,091,581",,,,,
[000480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,966,373,234",,,,,"1,427,768,919","11,953,528",,,,,,,,,,,,,,,,,,,,"9,842,548,089",,,,,,,,,,,,,,,,,,,,,,,"11,061",,,"97,379,804,071","11,061",,,,,"-1,061,986,948","45,756,073,814",,"7,876,174,855","10,492,551,253",,,,"35,774,951,666","46,267,502,919",,,"105,255,978,926",,,,,
[034940],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"490,215,764",,,,,"1,518,804,458","25,740,562",,,,,,,,,,,,,,,,,,,,"6,968,593,510",,,,,,,,,,,,,,,,,,,,,,,28,,,"9,587,361,803",,,,,,"747,140,096","11,991,223",,"7,458,809,274","368,658,789",,,,"879,471,998","1,248,130,787",,,"17,046,171,077",,,,,
[185750],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,279,492,443",,,,,"949,713,044","3,113,208,568",,,,,,,,,,,,,,,,,,,,"51,603,852,632",,,,,,,,,,,,,,"-600,160,816",,,,,,,,,"2,232",,,"193,821,090,333",,,,,,"576,865,815","515,103,347",,"119,389,948,895","9,322,804,267",,,,"25,331,591,000","34,654,395,267",,,"313,211,039,228",,,,,
[001630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,141,987,772",,,,,"1,067,762",0,,,,,,,,,,,,,,,,,,,,"2,278,856,806",,,,,,,,,,,,,,,,,,,,,,,212,,,"216,118,814",,,,,,"2,283,065","212,038,581",,"3,420,844,578","291,021,689",,,,"1,061,789,361","1,352,811,050",,,"3,636,963,392",,,,,
[043610],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,710,310,950","3,117,072,838",,,,,"19,793,283","255,364,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-25,412,369",,,,,,,,,41,,,,41,,,,,"391,024,875","452,334,326",,,"612,517,527",,0,,"2,355,706,098","2,968,223,625",,,"61,827,383,788",,,,,
[036180],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"435,888,002",,,,,"37,517,447","26,723,160",,,,,,,,,,,,,,,,,,,,"2,019,968,357",,,,,,,,,,,,,,,,,,,,,,,19,,,"10,457,493,469",19,,,,,"1,116,435,253","1,010,314,551",,"2,455,856,359","11,000,000",,,,"329,561,587","340,561,587",,,"12,913,349,828",,,,,
[035000],"2,854,192","156,224,064",,"110,801,171","26,650,578",,,,,,,,,,,,,,"159,183,216",,,,"285,542,566",,"19,753,770",,,,,,,,,,,"7,789,333",0,0,,,,,,,,0,"1,633,027","115,571,563",,,,0,,,,"4,000",0,,,,,,,"715,322,308","121,125",7,,,"-997,619,579",,,,,"7,910,458","4,007",,,"291,791,585","34,318,000",,"47,535,000",,,,,,,,,,"2,050,759,518",,"3,179,814","7,937,350","4,051,065,354","30,160,745","1,287,700","72,127,289","8,386,488",,,,,,,,,,,,,0,,,,,"27,250,000",-45,,,"916,582",-45,,,,,"1,633,027","115,571,563",,"3,053,445,775","-139,851,216",,,,"-735,923,376","-875,774,592",,,"3,054,362,357",,,,,
[002780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,808,747,949",,,,,"2,345,487,452","3,144,646,085",,,,,,,,,,,,,,,,,,,,"6,761,729,051",,,,,,,,,,,,,,,,,,,,,,,25,,,"79,106,013,576",25,,,,,"384,728,872","81,063,106",,"11,570,477,000","112,171,104",,,,"3,593,752,446","3,705,923,550",,,"90,676,490,576",,,,,
[030200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,085,323,000,000","254,352,000,000",,,,,"66,696,000,000","81,970,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,,,,682,,,,,"30,578,000,000","17,695,000,000",,,"58,941,000,000",,,,"167,254,000,000","226,195,000,000",,,"4,339,675,000,000",,,,,
[053210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24,421,847,574",,,,,"2,716,635,767","3,329,074,220",,,,,,,,,,,,,,,,,,,,"144,005,020,985",,,,,,,,,,,,,,,,,,,,,,,412,,,,412,,,,,"36,894,920","2,081,935,217",,"168,426,868,559","6,249,464,407",,,,"19,604,985,011","25,854,449,418",,,,,,,,
[036030],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,977,474,301",,,,,"79,772,911","2,344,000,144",,,,,,,,,,,,,,,,,,,,"3,271,891,631",,,,,,,,,,,,,,,,,,,,,,,17,,,"73,014,865,853",,,,,,"97,190,184","-88,427,572",,"7,249,365,932","903,933,239",,"-349,266",,"623,346,807","1,527,280,046",,,"80,264,231,785",,,,,
[024880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,045,839,530",,,,,"201,692,787","5,312,006,389",,,,,,,,,,,,,,,,,,,,"5,935,218,480",,,,,,,,,,,,,,,,,,,,,,,-451,-451,,"47,707,757,687",-451,-451,,,,"1,191,921,174","1,022,679,895",,"6,981,058,010","3,066,479,750",,,,"-7,300,195,101","-4,233,715,351",,,"54,688,815,697",,,,,
[052400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,595,052,646",,,,,"434,074,473","234,113,197",,,,,,,,,,,,,,,,,,,,"10,214,850,456",,,,,,,,,,,,,,,,,,,,,,,508,,,"27,279,141,607",508,,,,,"-306,252,125","973,148,268",,"16,809,903,102","487,008,082",,,,"7,587,406,233","8,074,414,315",,,"44,089,044,709",,,,,
[005420],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-366,885,235",,,,,,,,,,,,,,,,,,,,,,,,,,"2,363,803,066",,,,,,,,,,,,,,"-611,385,879",,,,,,,,,-91,,,"26,099,461,785",-91,,,,,"128,429,588","-1,264,470,177",,"1,996,917,831","14,939,094",,,,"-2,386,109,973","-2,371,170,879",,,"28,096,379,616",,,,,
[066310],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"286,195,361",,,,,"327,824,215","134,421,699",,,,,,,,,,,,,,,,,,,,"841,586,658",,,,,,,,,,,,,,,,,,,,,,,59,,,"5,191,995,180",,59,,,,"112,546,111","188,302,948",,"1,127,782,019","69,378,425",,,,"485,976,289","555,354,714",,,"6,319,777,199",,,,,
[219130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,530,494,502",,,,,"4,009,398",7,,,,,,,,,,,,,,,,,,,,"658,282,806",,,,,,,,,,,,,,,,,,,,,,,307,,,"7,914,997,039",307,,,,,"137,712,317","-28,125,629",,"3,188,777,308","432,267,512",,,,"1,936,398,435","2,368,665,947",,,"11,103,774,347",,,,,
[009410],,,"2,732,011,322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,808,660,604",,,,,"58,967,775,647",,,,,"10,962,188,682","1,631,145,321",,,,,,,,,,,,,,,,,,,,"28,540,671,926",,,,,,,,,,,,,,"1,001,822,130",,,,,,,,,697,,,"504,681,623,170",697,,,,,"5,493,532,874","1,011,574,963",,"87,508,447,573","17,118,435,756",,,,"47,700,247,471","64,818,683,227",,,"592,190,070,743",,,,,
[131290],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,732,696,099",,,,,"61,302,810","22,803,661",,,,,,,,,,,,,,,,,,,,"4,558,442,281",,,,,,,,,,,,,,,,,,,,,,,927,,,"30,429,869,789",927,,,,,"6,670,938,368","6,165,923,112",,"17,291,138,380","2,619,419,444",,,,"9,646,760,548","12,266,179,992",,,"47,721,008,169",,,,,
[062860],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-937,980,963",,,,,"2,437,486","11,500,549",,,,,,,,,,,,,,,,,,,,"2,461,206,240",,,,,,,,,,,,,,,,,,,,,,,-219,,,"6,895,318,679",-219,,,,,"79,287,556","58,526,863",,"1,523,225,277","660,107,910",,,,"-1,627,912,629","-967,804,719",,,"8,418,543,956",,,,,
[106240],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,881,357,073",,,,,"914,004,205","2,827,816,356",,,,,,,,,,,,,,,,,,,,"5,897,984,885",,,,,,,,,,,,,,"118,477,236",,,,,,,,,-16,,,"19,866,086,033",-8,,,,,"423,907,701","561,737,376",,"7,897,819,194","387,756,316",,,,"-282,381,719","105,374,597",,,"27,763,905,227",,,,,
[016800],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,087,689,522",,,,,"3,159,056,734","512,909,185",,,,,,,,,,,,,,,,,,,,"12,120,084,536",,,,,,,,,,,,,,,,,,,,,,,"1,271",,,"45,950,266,964",,,,,,"-2,904,083,798","4,846,621,779",,"17,207,774,058","3,584,588,612",,,,"11,899,954,036","15,484,542,648",,,"63,158,041,022",,,,,
[075130],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,283,120,755","-121,980,802",,,,,"2,796,527","27,873,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,145,,,,,"1,187,872","1,467,788,875",,,"198,846,528",,,,"1,120,696,640","1,319,543,168",,,"2,161,139,953",,,"2,161,139,953",,
[032580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-831,625,379",,,,,"1,011,912","87,265,316",,,,,,,,,,,,,,,,,,,,"2,455,297,847",,,,,,,,,,,,,,,,,,,,,,,-79,,,"15,495,897,187",-79,,,,,"654,121,217","-445,707,043",,"1,623,672,468","60,665,156",,,,"-2,078,372,199","-2,017,707,043",,,"17,119,569,655",,,,,
[043370],,,"709,314,312",,,,,,,,,,,"103,746,408,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,101,054,638",,,,"8,317,757,210","4,370,046,764","1,305,172,426",,,,,,,,,,,,,,,,,,,,"11,620,400,538",,,,,,,,,,,,"74,180,009",,,,,,,,,,"10,911,086,226",215,,,"103,746,408,610",,,,,,"1,229,987,284","8,391,937,219",,"6,519,345,900","627,554,691",,,,"4,498,214,944","5,125,769,635",,,"110,265,754,510",,,,,"110,265,754,510"
[013030],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,986,134,593",,,,,"97,328,414","36,325,993",,,,,,,,,,,,,,,,,,,,"4,147,157,468",,,,,,,,,,,,,,,,,,,,,,,148,,,"26,989,148,402",,,,,,"2,548,647,139","1,064,010,520",,"8,133,292,061","550,276,052",,,,"2,012,224,343","2,562,500,395",,,"35,122,440,463",,,,,
[002960],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,943,861,790",,,,,"1,604,775,182","1,364,217,779",,,,,,,,,,,,,,,,,,,,"10,852,237,328",,,,,,,,,,,,,,,,,,,,,,,"4,366",,,"29,710,582,988",,,,,,"2,526,146","138,994,849",,"18,796,099,118","2,645,672,552",,,,"5,675,215,344","8,320,887,896",,,"48,506,682,106",,,,,
[017890],,,,"435,762,951","19,786,408",,,,"763,656,111",,,,,"57,184,397,983",,,,,"219,336,636","771,494,550",,"11,175,000","305,369,611","37,457,100",,,,"2,081,989,273",,,,,,"60,206,338",,"11,202,556","2,035,976","1,941,493",,,,,,,,"8,446,567",,"142,548,616",,,,,,,,"77,335,678","3,117,176","9,863,193",,,,,"42,951,996",,"3,176,954",6,,,"14,637,940,616","7,856,350",,,,"74,585,848","88,510,684",,,"113,513,920","5,807,697",,"64,748,655",,,,,,,,,,"1,287,757,607",,"67,958,342","9,028,029","4,943,102,356","14,915,800","16,351,050","13,762,477","22,363,066",,,,,,,"272,081,312","103,531,435",,,,,,,,,,"13,560,000",584,584,,"57,948,054,094",584,584,,,,"285,061,681","1,021,552,070",,"19,581,042,972","3,336,671,924",,,,"12,023,834,245","15,360,506,169","12,023,834,245",,"77,529,097,066",,,"1,986,983,099",,"75,542,113,967"
[023350],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"779,417,854",,,,,"184,700,649","1,576,436,704",,,,,,,,,,,,,,,,,,,,"4,537,579,871",,,,,,,,,,,,,,,,,,,,,,,-64,,,"59,474,283,116",-64,,,,,"291,466,168","96,380,877",,"5,316,997,725","-106,218,507",,,,"-701,184,985","-807,403,492",,,"64,791,280,841",,,,,
[104700],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,338,502,056",,,,,"3,195,179,367","546,785,411",,,,,,,,,,,,,,,,,,,,"17,302,108,242",,,,,,,,,,,,,,,,,,,,,,,291,,,"144,740,723,545",,,,,,"89,155,770","1,883,040,998",,"30,640,610,298","4,442,368,859",,"66,532,418",,"13,404,944,799","17,847,313,658",,,"175,381,333,843",,,,,
[002390],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,040,501,530",,,,,"701,099,084","821,977,590",,,,,,,,,,,,,,,,,,,,"32,764,035,404",,,,,,,,,,,,,,,,,,,,,,,444,,,"80,218,832,894",444,,,,,"3,207,609,217","4,014,829,182",,"40,804,536,934","2,616,759,263",,,,"6,110,083,726","8,726,842,989",,,"121,023,369,828",,,,,
[018880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-61,394,719,312",,,,,"10,274,499,341","11,675,671,428",,,,,,,,,,,,,,,,,,,,"114,358,023,645",,,,,,,,,,,,,,,,,,,,,,,-116,,,"515,871,755,141",-116,,,,,"20,853,994,787","1,179,488,543",,"52,963,304,333","-20,342,228,655",,,,"-62,128,168,988","-82,470,397,643",,,"568,835,059,474",,,,,
[024740],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,227,388,027",,,,,"251,133,515","184,992,263",,,,,,,,,,,,,,,,,,,,"2,081,204,820",,,,,,,,,,,,,,,,,,,,,,,-143,,,"24,604,459,596",-143,,,,,"697,368,514","38,069,661",,"-2,146,183,207","-582,256,738",,,,"-4,238,288,890","-4,820,545,628",,,"22,458,276,389",,,,,
[300720],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29,880,462,078",,,,,"1,173,309,598","1,603,560,581",,,,,,,,,,,,,,,,,,,,"27,223,290,030",,,,,,,,,,,,,,"919,123,298",,,,,,,,,"5,181",,,"165,810,636,058",,,,,,"1,241,621,172","46,997,155",,"56,967,150,199","7,698,068,847",,,,"21,476,641,529","29,174,710,376",,,"222,777,786,257",,,,,
[003300],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-514,922,134",,,,,"50,436,857","381,632,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"513,757,734",,,,,,,,,2,,,,,,,,,"2,921,526,202","3,474,275,417",,,"162,186,040",,,,"58,203,337","220,389,377",,,,,,,,
[130660],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,754,601,045",,,,,"90,614,523","48,229,698",,,,,,,,,,,,,,,,,,,,"4,284,515,484",,,,,,,,,,,,,,,,,,,,,,,245,247,-2,"89,917,763,231",,,,,,"296,274,485","1,333,162,257",,"14,039,116,529","2,787,898,625",,,,"7,990,655,520","10,833,873,642","8,045,975,017","-55,319,497","103,956,879,760",,,,,
[097230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78,000,000",,,,,"5,328,000,000","9,637,000,000",,,,,,,,,,,,,,,,,,,,"17,058,000,000",,,,,,,,,,,,,,"964,000,000",,,,,,,,,818,,,"472,617,000,000",,,,,,"14,029,000,000","730,000,000",,"17,136,000,000","-84,699,000,000",,,,"68,133,000,000","-16,566,000,000",,,"489,753,000,000",,,,,
[003480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-78,000,000",,,,,"739,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,"902,000,000",,,,,,"439,000,000","42,000,000",,,"-8,000,000",,,,"272,000,000","264,000,000",,,"824,000,000",,,,,
[086280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"110,594,635,863",,,,,"37,509,283,772","20,200,284,906",,,,,,,,,,,,,,,,,,,,"88,119,307,064",,,,,,,,,,"2,526",,,,,,,,,,,,,,,,"2,449,851,624,243",,,,,,"20,389,686,047","6,642,067,958",,"198,713,942,927","19,417,507,577",,,,"94,738,509,063","114,156,016,640",,,"2,648,565,567,170",,,,,
