,dart_AdvertisingExpenses,dart_AmortisationExpense,dart_BadDebtExpenses,dart_Commissions,dart_CommunicationExpenses,dart_CostOfSalesFromConstructionContracts,dart_CostOfSalesFromDividends,dart_CostOfSalesFromRenderingOfServices,dart_CostOfSalesFromSaleOfGoods,dart_DepreciationExpense,dart_DividendIncome,dart_Donations,dart_EmployeeBenefits,dart_EntertainmentExpenses,dart_FreightExpenses,dart_GainOnForeignExchangeTranslations,dart_GainsForeignCurrencyTransactions,dart_GainsFromGovernmentGrants,dart_GainsOnDisposalsOfInvestments,dart_GainsOnDisposalsOfPropertyPlantAndEquipment,dart_InsurancePremiums,dart_InterestExpenseFinanceExpense,dart_InterestIncomeFinanceIncome,dart_LossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,dart_LossOnDispositionOfReceivables,dart_LossOnForeignExchangeTranslations,dart_LossesForeignCurrencyTransactions,dart_LossesOnDisposalsOfInvestments,dart_LossesOnDisposalsOfPropertyPlantAndEquipment,dart_MiscellaneousIncome,dart_MiscellaneousLosses,dart_OperatingIncomeLoss,dart_OrdinaryDevelopmentExpense,dart_OtherCostOfSales,dart_OtherGains,dart_OtherLosses,dart_OtherReversalsOfProvisions,dart_ProvisionForSeveranceIndemnities,dart_PublicationExpenses,dart_RentalExpenses,dart_RepairExpenses,dart_SalariesWages,dart_SupplyExpenses,dart_TaxesDues,dart_TotalSellingGeneralAdministrativeExpenses,dart_TrainingExpenses,dart_TravelExpenses,dart_UtilityExpenses,dart_VehicleMaintenanceExpenses,dart_WritedownsOfInventories,dart_WritedownsOfPropertyPlantAndEquipment,entity_BasicEarningsLossPerShare,entity_BasicEarningsLossPerShareFromContinuingOperations,entity_BasicEarningsLossPerShareFromDiscontinuedOperations,entity_CostOfSales,entity_DilutedEarningsLossPerShare,entity_DilutedEarningsLossPerShareFromContinuingOperations,entity_DilutedEarningsLossPerShareFromDiscontinuedOperations,entity_EarningsPerShareAbstract,entity_FinanceCosts,entity_FinanceIncome,entity_GrossProfit,entity_IncomeStatementAbstract,entity_OperatingIncomeLoss,entity_OtherGains,entity_OtherLosses,entity_ProfitLoss,entity_ProfitLossAttributableToAbstract,entity_ProfitLossAttributableToNoncontrollingInterests,entity_ProfitLossAttributableToOwnersOfParent,entity_ProfitLossBeforeTax,entity_ProfitLossFromContinuingOperations,entity_ProfitLossFromDiscontinuedOperations,entity_Revenue,entity_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,entity_TotalSellingGeneralAdministrativeExpenses,ifrs_AdministrativeExpense,ifrs_BasicEarningsLossPerShare,ifrs_BasicEarningsLossPerShareFromContinuingOperations,ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations,ifrs_CostOfSales,ifrs_DepreciationAndAmortisationExpense,ifrs_DilutedEarningsLossPerShare,ifrs_DilutedEarningsLossPerShareFromContinuingOperations,ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations,ifrs_EarningsPerShareAbstract,ifrs_EmployeeBenefitsExpense,ifrs_FinanceCosts,ifrs_FinanceIncome,ifrs_GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs_GrossProfit,ifrs_IncomeTaxExpenseContinuingOperations,ifrs_OtherRevenue,ifrs_ProfitLoss,ifrs_ProfitLossAttributableToAbstract,ifrs_ProfitLossAttributableToNoncontrollingInterests,ifrs_ProfitLossAttributableToOwnersOfParent,ifrs_ProfitLossBeforeTax,ifrs_ProfitLossFromContinuingOperations,ifrs_ProfitLossFromDiscontinuedOperations,ifrs_RawMaterialsAndConsumablesUsed,ifrs_Revenue,ifrs_RevenueFromConstructionContracts,ifrs_RevenueFromDividends,ifrs_RevenueFromRenderingOfServices,ifrs_RevenueFromSaleOfGoods,ifrs_ShareOfProfitLossOfAssociatesAndJointVenturesAccountedForUsingEquityMethod
[068270],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,983,964,618",,,"2,087,867,884","16,886,623,760",,,,,,,,,"39,661,210,323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,"41,813,343,925",,90,,,,,"5,598,794,601","3,744,423,151",,"66,645,174,941","-1,406,072,662",,"11,802,293,898",,"887,949,694","10,914,344,204","10,396,221,236",,,,"108,458,518,866",,,,,"65,383,944"
[086980],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,802,954,893",,,"83,380,463","49,164,579",,,,,,,,,"1,776,942,662",,,,,,,,,,,,,,85,,,,"309,884,077",,,,,,,,,,,,,,,85,,,"35,004,178,990",,85,,,,,,"349,706,636",,"8,579,897,555","1,786,152,177",,"5,312,624,226",,"-573,605","5,313,197,831","7,098,776,403","5,312,624,226",,,"43,584,076,545",,,,,
[004970],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-578,524,987",,,,,,,,,,,,,"12,411,965,770",,,,,,,,,,,,,,,,,,"11,183,418,652",,,,,,,,,,,,,,,527,,,"60,988,615,876",,,,,,,,,,"11,833,440,783","5,967,519,980",,"8,430,890,438",,206,"8,430,890,232","14,398,410,418",,,,"72,822,056,659",,,,,"-4,020,767,680"
[065350],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,658,168,843",,,"1,667,198,412","1,629,795,265",,,,,,,,,"9,070,710,399",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,77,77,0,"85,478,328,518",,72,72,0,,,"3,086,802,723","2,138,583,316",,"11,534,400,114","251,481,422",,"1,495,871,161",,"-5,934,696","1,501,805,857","1,747,352,583","1,495,871,161",0,,"97,012,728,632",,,,,
[011930],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,924,038,511",,,"1,518,873,723","2,631,243,923",,,,,,,,,"1,461,697,593",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,"1,082,941,593",2,,,"44,576,775,465",,2,,,,,"2,489,444,364","850,438,392",,"5,866,326,094","224,982,206",,"150,164,133",,0,"150,164,133","172,662,339",,,,"50,443,101,559",,,,,
[004170],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62,097,042,839",,,"6,089,565,001","16,820,378,346",,,,,,,,,"348,457,485,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,707",,,"232,722,470,563",,"3,707",,,,,"23,198,975,797","20,317,510,235",,"410,554,528,500","13,713,509,749",,"40,815,545,051",,"4,349,956,901","36,465,588,150","54,529,054,800",,,,"643,276,999,063",,,,,"6,044,290,868"
[031430],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,503,402,131",,,"1,607,195,937","6,765,605,675",,,,,,,,,"118,423,951,022",,,,,,,,,,,,,,,,,,"1,390,533,213",,,,,,,,,,,,,,,-318,,,"126,257,962,297",,,,,,,"9,221,628,780","8,394,683,721",,"121,927,353,153","1,148,991,519",,"-2,240,410,972",,"27,481,224","-2,267,892,196","-1,091,419,453",,,,"248,185,315,450",,,,,
[108320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,945,782,787",,,"1,474,383,941","480,574,945",,,,,,,,,"20,740,216,073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947,,,"123,277,222,052",,947,,,,,"339,310,439","1,298,029,392",,"35,685,998,860","1,488,774,873",,"15,409,535,863",,,"15,409,535,863","16,898,310,736",,,,"158,963,220,912",,,,,
[003410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,026,146,586",,,"5,156,860,995","4,591,008,504",,,,,,,,,"32,153,657,860",,,,,,,,,,,,,,109,,,,109,,,,,,"197,627,796","134,920,613",,,,,,,,383,,,"333,437,381,420",,364,,,,,"8,466,015,178","121,514,200",,"75,179,804,446","6,274,118,780",,"29,406,881,940",,"197,712,009","29,209,169,931","35,348,452,311","29,074,333,531","332,548,409",,"408,617,185,866",,,,,"100,954,212"
[010280],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,125,071,321",,,"174,583,486","75,548,187",,,,,,,,,"5,402,510,992",,,,,,,,,,,,,,-12,,,,"-470,398,231",,,,,,,,,,,,,,,,,,"32,408,234,542",,,,,,,"243,294,384","800,159,651",,"4,277,439,671","1,227,476",,"-470,398,231",,,,"-469,170,755",,,,"36,685,674,213",,,,,
[099190],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,441,427,210",,,,,,,,,,,,,"7,954,307,397",,,,,,,,,,,,,,,,,,"-529,021,093",,,,,,,,,,,,,,,273,,,"15,313,736,454",,272,,,,,,,,"13,395,734,607","1,105,012,140",,"3,746,835,802",,"-2,537,491","3,749,373,293","4,851,847,942",,,,"28,709,471,061",,,,,
[011090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,569,244,671",,,"142,985,813","85,598,662",,,,,,,,,"14,838,086,447",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,"78,322,103,043",,,,,,,"130,363,673","87,487,324",,"16,407,331,118","415,213,828",,"1,168,541,645",,"-36,993,888","1,205,535,533","1,583,755,473",,,,"94,729,434,161",,,,,
[031330],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,511,547,383",,,"11,698,313,939","10,487,416,368",,,,,,,,,"4,826,082,345",,,,,,,,,,,,,,,,,,,,,,,,0,"7,906,045,663",,,,,,,,,119,-19,"255,049,817,406",,,119,-19,,,"1,303,906,933","50,723,764",,"14,337,629,728","1,813,184,949",,"7,906,045,663",,,,"11,239,156,761","9,425,971,812","-1,519,926,149",,"269,387,447,134",,,,,"1,769,894,976"
[060540],"1,800,000","2,207,719",,"95,673,449","9,179,159",,,"2,174,514,323",,"38,644,656","2,322,000","480,000","80,871,598","61,405,065","8,168,343",,,,,"2,023,777","56,000,593","138,650,968","238,448,368",,,,,,,"27,823,271","32,157,637","803,858,782","216,377,064",,"29,847,048","32,637,637",,"49,090,503","2,136,631","18,413,612","1,621,818","1,015,097,388","147,764,635","24,919,617","2,079,468,264","4,706,228","8,406,558","6,357,794","30,113,570",,,,,,"78,285,041",,,,29,"256,160,912",,,"666,629,150",,,,,,"73,051,016","-27,305,401",,,,"347,226,612",,"3,191,699",,28,,,"17,753,111,866",,,,,,,"460,474,567","396,463,320",,"2,883,327,046","-70,427,796",,"639,323,749",,"73,051,016","566,272,733","737,056,946",,"-27,305,401",,"20,636,438,912",,,"2,868,172,058",,
[056190],,,,,,,,,,,"940,000",,,,,,,,,,,"3,299,529,313","1,218,864,958",,,,,,,,,"4,762,494,603",,,"20,727,344,484","6,984,623,130",,,,,,,,,"16,749,075,577",,,,,,,,,,,,,,661,0,0,,,,,,,,,,,,,,,,,,,,"183,759,504,614",,,,,,,"3,537,226,752","1,290,927,245",,"21,511,570,180","3,451,444,471",,"12,807,471,979",,"1,269,134,756","11,538,337,223","16,258,916,450",,,,"205,271,074,794",,,,,
[005850],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,769,277,702",,,,,,,,,,,,,"24,289,598,089",,,,,,,,,,,,,,,,,,"-4,100,827,371",,,,,,,,,,,,,,,604,,,"320,892,322,766",,,,,,,,,,"42,058,875,791","8,292,592,779",,"21,420,791,381",,"966,446,429","20,454,344,952","29,713,384,160",,,,"362,951,198,557",,,,,
[012750],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53,467,303,383",,,"4,009,718,029","6,037,756,625",,,,,,,,,"82,261,251,329",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,158","1,158",,"299,727,535,601",,"1,158","1,158",,,,"28,147,633","426,091,144",,"135,728,554,712","12,671,437,054",,"39,165,771,244",,"10,865,346","39,154,905,898","51,837,208,298","39,165,771,244",,,"435,456,090,313",,,,,
[123700],"54,122","1,145,318","-77,852,877","679,201,881","62,401,415",,,,,"114,109,632",,"3,000,000","257,590,237","116,454,880","366,476,345","191,398,530","860,419,326",,,"2,178,818","107,290,336",0,"178,285,414",,,"607,499,112","949,618,000",,"3,642,978","520,348,000","346,642,307","5,381,799,066","1,275,813,052",,"2,467,826,503","1,910,402,397",,"242,832,639","49,856,017","175,225,997",,"2,344,011,667","171,234,385","199,616,551","8,036,537,132","17,673,592","160,955,650",,"84,559,632",,,,,,"167,786,100",,,,,"85,579,787",0,,,,0,0,,,,,,,,"206,695,430",,"158,435,069",,240,240,,"31,032,129,362",,240,240,,,,"85,739,507","218,859,517",,"13,418,336,198","2,274,093,313",,"3,798,249,869",,"55,560,640","3,742,689,229","6,072,343,182",,,,"44,450,465,560",,,,"44,243,770,130",
[025530],"54,122","1,293,979","-77,852,877","570,022,255","67,851,301",,,,,"133,307,585",,"3,060,000","298,603,756","133,941,874","368,656,441","235,446,825","980,933,475",,,"2,178,818","127,506,760","36,327,593","485,830,419",,,"732,612,184","1,021,539,115",0,"3,642,978","538,579,378","347,112,982","5,404,944,327","1,381,131,544",,"2,920,464,085","2,200,697,425",,"301,472,989","52,266,542","209,543,044",,"2,723,938,973","174,072,441","210,879,753","8,683,393,618","18,423,592","186,766,586",,"95,000,729",,,,,,"167,786,100",,,,,0,0,,,,"43,581,011",0,,,,,,,,0,,"164,029,452",,,207,,"31,233,548,295",,,207,,,,"36,327,593","485,830,419",,"14,088,337,945","2,352,678,592",,"4,221,535,221",,"2,305,279,874","1,916,255,347","6,574,213,813",,,,"45,321,886,240",,,,"45,179,469,579",
[069510],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,770,746,923",,,"4,992,912,257","4,066,767,420",,,,,,,,,"6,354,184,129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,,"55,593,687,576",,,,,,,"666,852,509","205,283,953",,"10,124,931,052","853,192,238",,"3,382,130,966",,,"3,382,130,966","4,235,323,204",,,,"65,718,618,628",,,,,
[050760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"423,321,916",,,"225,077,699","363,576,521",,,,,,,,,"2,875,088,397",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,"21,225,654,911",,3,,,,,"264,464,517","38,734,467",,"3,298,410,313","28,125,022",,"30,968,022",,"-8,573,551","39,541,573","59,093,044",,,,"24,524,065,224",,,,,
[003800],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,461,390,814",,,"421,142,736","403,012,532",,,,,,,,,"19,568,340,062",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,655",,,"21,955,410,820",,"3,655",,,,,"248,222,334","879,683,254",,"28,029,730,876","2,121,095,015",,"6,989,886,923",,"-7,043,248","6,996,930,171","9,110,981,938",,,,"49,985,141,696",,,,,
[065160],"48,970,875","143,653,258","-51,829,280","597,901,212","27,362,239","4,352,706,364",,,"4,650,689,153","94,118,533","3,130,000",0,"166,241,078","112,494,152","133,314,197","357,806,131","66,166,703",0,,0,"49,038,196","489,352,527","73,098,848",,0,"511,939,949","18,362,978",0,0,"24,615,174","184,775","886,570,161","106,854,303","2,555,366","448,588,008","531,491,265",0,"82,634,987","1,749,826","21,634,039","12,285,097","1,039,673,312","76,068,864","31,152,300","3,135,215,202","360,000","152,562,611","21,381,965","34,865,574",,,,,,,,,,,0,0,,,,0,0,,,,,,,,,,"26,948,019",,8,8,0,"9,005,950,883",,8,8,,,,"489,352,527","76,228,848",,"4,021,785,363",0,"1,650,000","390,543,225",,0,"390,543,225","390,543,225","390,543,225",0,,"13,027,736,246","5,246,140,408",,"45,257,329","7,734,688,509",
[069410],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,293,258,773",,,"124,975,239","14,427,976",,,,,,,,,"3,545,803,206",,,,,,,,,,,,,,,,,,"-430,267,972",,,,,,,,,,,,,,,-301,,,"6,728,666,791",,,,,,,,"106,519,515",,"1,252,544,433","-455,100,847",,"-2,051,359,120",,,"-2,051,359,120","-2,506,459,967",,,,"7,981,211,224",,,,,
[111770],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37,959,698,397",,,"24,985,810,267","22,067,519,562",,,,,,,,,"79,088,685,235",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,631,,,"314,599,591,191",,,,,,,"2,853,196,190","802,671,205",,"117,048,383,632","9,578,306,578",,"30,244,978,400",,"2,275,126,161","27,969,852,239","39,823,284,978",,,,"431,647,974,823",,,,,
[009970],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43,985,100,454",,,"26,239,650,200","23,885,166,048",,,,,,,,,"129,996,780,536",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,"1,594",,,"324,333,297,653",,,,,,,"2,879,432,252","1,028,724,987",,"173,981,880,990","10,867,172,404",,"34,617,525,798",,"16,123,961,981","18,493,563,817","45,484,698,202",,,,"498,315,178,643",,,,,
[036000],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,733,036,527",,,"3,247,862,239","3,654,497,333",,,,,,,,,"13,439,682,932",,,,,,,,,,,,,,,,,,"4,443,000",,,,"2,748,444,328",,,,,,,,,,,216,,,"80,894,893,719",,,,,,,"729,372,136","300,957,665",,"22,172,719,459","303,692,898",,"7,731,744,884",,,,"8,035,437,782","7,731,744,884",,,"103,067,613,178",,,,,
[039830],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,083,769,035",,,"830,080,116","686,993,055",,,,,,,,,"13,051,737,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,,,"17,880,520,224",,,,,,,"836,393,573","881,955,470",,"17,135,506,608","1,145,218,085",,"3,127,199,908",,"-22,705,380","3,149,905,288","4,272,417,993",,,,"35,016,026,832",,,,,
[002630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,480,213,777",,,,,,,,,,,,,"4,785,043,608",,,,,,,,,,,,,,,,,,-48,,,,,,,,,,,,,,,,,,"23,784,674,332",,,,,,,,"560,480,757",,"2,304,829,831","54,907,101",,"-7,880,520,592",,"-441,211,570","-7,439,309,022","-7,825,613,491",,,,"26,089,504,163",,,,,
[010470],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,810,927,840",,,"15,569,114","524,216,100",,,,,,,,,"11,888,198,371",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-145,,,"19,512,792,471",,-145,,,,,"136,223,677","191,800,536",,"10,077,270,531","-683,185,114",,"-1,580,812,853",,,"-1,580,812,853","-2,263,997,967",,,,"29,590,063,002",,,,,
[048260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,909,888,377",,,"324,172,031","297,759,684",,,,,,,,,"35,263,399,761",,,,,,,,,,,,,,,,,,"281,617,312",,,,,,,,,,,,,,,575,,,"31,586,274,059",,,,,,,"4,565,710,108","4,831,293,050",,"46,173,288,138","-3,432,593,165",,"8,050,907,813",,"-145,977,704","8,196,885,517","11,483,500,978",,,,"77,759,562,197",,,,,
[037400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,725,528,934",,,"14,524,360,826","19,752,874,046",,,,,,,,,"25,721,889,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-105,,"445,561,147,157",,,,,,,"2,215,868,240","433,015,112",,"28,447,418,038","1,057,360,442",,"-6,695,595,414",,"-4,311,753,874","-2,383,841,540","-5,638,234,972","-6,695,595,414",,,"474,008,565,195",,,,,"-1,352,397,558"
[011320],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,618,669,197",,,"1,276,563,428","296,256,400",,,,,,,,,"5,390,361,542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,"53,826,165,532",,,,,,,"538,555,594","70,209,580",,"7,009,030,739","365,608,850",,"1,765,021,361",,,"1,765,021,361","2,130,630,211",,,,"60,835,196,271",,,,,
[056090],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"194,383,093",,,"2,743,611","21,947,334",,,,,,,,,"1,670,478,296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,41,0,"1,027,909,951",,41,41,0,,,"483,073,596","541,445,743",,"1,864,861,389","82,327,686",,"315,879,203",,0,"315,879,203","233,551,517",,,,"2,892,771,340",,,,,
[084370],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,903,441,733",,,"268,737,884","149,707,117",,,,,,,,,"9,463,541,740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,,,"29,677,718,160",,541,,,,,,"496,765,772",,"24,366,983,473","3,546,154,976",,"11,973,083,296",,"-108,826,052","12,081,909,348","15,519,238,272",,,,"54,044,701,633",,,,,
[060230],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150,023,915",,,,,,,,,,,,,"2,252,717,837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,,,"9,756,268,743",,-11,,,,,,,,"2,402,741,752","150,295,860",,"-204,013,307",,,,"-354,309,167",,,,"12,159,010,495",,,,,
[139480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"155,979,788,533",,,"8,959,358,729","4,692,584,227",,,,,,,,,"845,861,930,779",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,316",,,"2,628,128,171,408",,"4,316",,,,,"46,817,176,615","47,737,962,138",,"1,001,841,719,312","42,735,599,069",,"120,029,914,488",,"-233,269,375","120,263,183,863","162,765,513,557",,,,"3,629,969,890,720",,,,,"1,598,164,999"
[000760],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,337,621,077",,,"91,251,114","23,524,422",,,,,,,,,"2,728,236,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,,,"14,970,555,284",,,,,,,"586,036,561","54,983,799",,"4,065,857,385","37,844,964",,"836,450,043",,"53,397,501","783,052,542","874,295,007",,,,"19,036,412,669",,,,,
[129260],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,270,999,474",,,"1,999,439,955","3,836,311,838",,,,,,,,,"4,682,697,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,"109,593,108,787",,95,,,,,"2,717,011,349","2,590,670,175",,"8,953,696,618","983,816,861",,"1,345,361,933",,"-1,616,244,087","2,961,606,020","2,329,178,794","1,345,361,933",,,"118,546,805,405",,,,,"21,392,377"
[023810],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,015,405,221",,,"2,444,959,283","3,061,706,828",,,,,,,,,"1,718,821,843",,,,,,,,,,,,,,,,,,"1,492,235,618",,,,,,,,,,,,,,"5,374,822,754",251,,,"46,659,331,640",,251,,,,,"58,675,626","89,398,432",,"10,109,049,818","1,399,103,066",,"2,522,513,034",,"9,972,831","2,512,540,203","3,921,616,100",,,,"56,768,381,458",,,,,
[007570],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,345,257,994",,,"236,430,748","204,288,138",,,,,,,,,"20,437,205,965",,,,,,,,,,,,,,,,,,"2,498,695,421",,,,"1,690,694,248",,,,,,,,,,,226,,,"28,099,846,342",,226,,,,,"2,079,085,890","317,555,782",,"30,281,159,380","1,503,148,111",,"4,112,722,385",,,,"5,615,870,496",,,,"58,381,005,722",,,,,
[159580],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,488,504,939",,,"106,309,902","119,781,508",,,,,,,,,"26,863,805,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-105,,,"39,517,725,534",,-105,,,,,"165,177,728","37,841,692",,"25,375,300,904","-339,117,450",,"-1,290,195,131",,,"-1,290,195,131","-1,629,312,581",,,,"64,893,026,438",,,,,
[054950],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175,392,353",,,"803,499,592","402,840,037",,,,,,,,,"7,159,587,389",,,,,,,,,,,,,,,,,,"437,325,286",,,,,,,,,,,,,,,95,,,"13,123,059,895",,,,,,,"833,774,796","531,593,210",,"7,772,305,028","-306,158,770",,"580,029,092",,0,"580,029,092","273,870,322",,,,"20,895,364,923",,,,,
[000480],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11,027,459,826",,,"1,075,928,038","149,643,394",,,,,,,,,"14,781,319,057",,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,"-1,318",0,"154,156,465,452",,,"-1,318",0,,,"5,827,674,606","6,698,363,832",,"25,808,778,883","16,664,543,074",,"-2,472,293,083",,"1,811,583,421","-4,283,876,504","14,192,249,991","-2,472,293,083",0,,"179,965,244,335",,,,,"1,367,816,295"
[001630],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,014,094,428",,,,,,,,,,,,,"15,360,390,191",,,,,,,,,,,,,,,,,,,"1,567,160,559",,,,,,,,,,,,,,,,,"44,800,883,620",,"1,264",,,,,,,,"22,374,484,619","281,700,340",,"9,766,453,204",,"4,472,943,349","5,293,509,855","10,048,153,544",,,,"67,175,368,239",,,,,
[035000],"123,160,808","222,474,634","-12,000,000","840,292,836","195,130,969",,,,,"438,040,282","580,000","6,827,780","3,564,962,763","473,563,131",,"573,283,564","2,106,029,216",,,,"4,864,661","87,178,695","260,976,999",,,"778,655,723","2,772,985,407",,,"25,934,277","24,295,321","-3,025,888,566",,,"2,705,247,057","3,582,764,231",,"1,163,346,230","57,679,043","1,611,606,791","71,392,243","15,994,454,820","128,549,703","142,525,933","27,543,647,269","96,950,174","412,446,329","498,311,506","219,202,292",,,,,,,,,,,,"191,797,032",,,,,,,,,,,,,,,"638,686,256",,-251,-251,,"62,482,210,229",,-251,-251,,,,"1,068,575,950","2,027,223,473",,"24,517,758,703","1,119,505,071",,"-4,064,263,288",,,"-4,064,263,288","-2,944,758,217","-4,064,263,288",,,"86,999,968,932",,,,,
[002780],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,995,173,716",,,"1,396,334,664","13,332,840,552",,,,,,,,,"2,765,510,453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19,,,"129,019,135,737",,-19,,,,,"298,202,870","331,415,716",,"11,760,684,169",,,"-2,908,119,326",,,,"-2,908,119,326",,,,"140,779,819,906",,,,,
[030200],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"385,129,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"161,928,000,000",,,,,,,,,,,,,,760,760,,,,760,760,,,,,,,,"-102,989,000,000",,"215,142,000,000",,"29,101,000,000","186,041,000,000",,,,,,,,,,"4,918,000,000"
[053210],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[024880],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,954,896,700",,,"1,342,728,098","1,052,069,822",,,,,,,,,"7,711,431,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,230,,"70,874,657,329",,230,230,,,,"2,749,043,937","2,286,441,432",,"11,666,327,949","558,183,425",,"3,356,309,904",,"215,093","3,356,094,811","3,914,493,329","3,356,309,904",,,"82,540,985,278",,,,,"131,540,858"
[052400],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,395,898,827",,,"876,935,088","981,234,847",,,,,,,,,"7,604,488,948",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,,,"22,488,040,418",,135,,,,,"1,469,797,602","2,068,046,767",,"10,000,387,775","648,310,202",,"2,183,439,754",,"96,960,388","2,086,479,366","2,831,749,956",,,,"32,488,428,193",,,,,"-58,098,277"
